CoC Number,CoC Name,"Total Homeless, 2012","Sheltered Homeless, 2012","Unsheltered Homeless, 2012","Homeless Individuals, 2012","Sheltered Homeless Individuals, 2012","Unsheltered Homeless Individuals, 2012","Homeless People in Families, 2012","Sheltered Homeless People in Families, 2012","Unsheltered Homeless People in Families, 2012","Chronically Homeless, 2012","Sheltered Chronically Homeless, 2012","Unsheltered Chronically Homeless, 2012","Chronically Homeless Individuals, 2012","Sheltered Chronically Homeless Individuals, 2012","Unsheltered Chronically Homeless Individuals, 2012","Chronically Homeless People in Families, 2012","Sheltered Chronically Homeless People in Families, 2012","Unsheltered Chronically Homeless People in Families, 2012","Homeless Veterans, 2012","Sheltered Homeless Veterans, 2012","Unsheltered Homeless Veterans, 2012"
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",316,268,48,174,126,48,142,142,0,89,61,28,76,51,25,13,10,3,24,17,7
MI-513,"Marquette, Alger Counties CoC",80,76,4,61,57,4,19,19,0,6,4,2,6,4,2,0,0,0,9,8,1
MI-514,Battle Creek/Calhoun County CoC,216,160,56,167,113,54,49,47,2,26,8,18,24,8,16,2,0,2,38,12,26
MI-515,Monroe City & County CoC,113,109,4,81,77,4,32,32,0,21,17,4,21,17,4,0,0,0,9,9,0
MI-516,Norton Shores/Muskegon City & County CoC,457,225,232,300,157,143,157,68,89,56,11,45,22,7,15,34,4,30,13,5,8
MI-517,Jackson City & County CoC,256,200,56,107,51,56,149,149,0,40,11,29,37,8,29,3,3,0,23,3,20
MI-518,Livingston County CoC,150,79,71,68,22,46,82,57,25,19,4,15,18,4,14,1,0,1,2,1,1
MI-519,Holland/Ottawa County CoC,322,319,3,124,121,3,198,198,0,20,20,0,15,15,0,5,5,0,15,15,0
MI-523,Eaton County CoC,239,134,105,35,11,24,204,123,81,9,0,9,6,0,6,3,0,3,3,0,3
MN-500,Minneapolis/Hennepin County CoC,"3,285","3,141",144,"1,480","1,342",138,"1,805","1,799",6,740,686,54,351,297,54,389,389,0,126,116,10
MN-501,Saint Paul/Ramsey County CoC,"1,218","1,107",111,661,554,107,557,553,4,383,307,76,296,228,68,87,79,8,64,54,10
MN-502,Rochester/Southeast Minnesota CoC,379,359,20,151,131,20,228,228,0,68,59,9,49,40,9,19,19,0,16,14,2
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",853,667,186,304,172,132,549,495,54,196,95,101,99,26,73,97,69,28,14,10,4
MN-504,Northeast Minnesota CoC,178,80,98,61,24,37,117,56,61,22,5,17,10,2,8,12,3,9,13,7,6
MN-505,St. Cloud/Central Minnesota CoC,547,407,140,316,212,104,231,195,36,169,131,38,96,64,32,73,67,6,43,26,17
MN-506,Northwest Minnesota CoC,301,250,51,108,82,26,193,168,25,40,20,20,18,10,8,22,10,12,5,1,4
MN-508,Moorhead/West Central Minnesota CoC,254,224,30,129,113,16,125,111,14,27,19,8,25,17,8,2,2,0,13,10,3
MN-509,Duluth/St.Louis County CoC,568,386,182,284,126,158,284,260,24,64,21,43,59,16,43,5,5,0,10,1,9
MN-511,Southwest Minnesota CoC,161,133,28,46,37,9,115,96,19,9,3,6,1,0,1,8,3,5,5,4,1
MO-500,St. Louis County CoC,543,438,105,176,116,60,367,322,45,43,36,7,41,34,7,2,2,0,36,34,2
MO-501,St.Louis City CoC,"1,506","1,381",125,927,805,122,579,576,3,136,97,39,116,80,36,20,17,3,214,196,18
MO-503,"St. Charles, Lincoln, Warren Counties CoC","1,023",544,479,251,100,151,772,444,328,92,31,61,27,7,20,65,24,41,5,4,1
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",662,494,168,408,258,150,254,236,18,85,31,54,81,27,54,4,4,0,38,17,21
MO-602,"Joplin/Jasper, Newton Counties CoC","1,724","1,666",58,442,384,58,"1,282","1,282",0,61,61,0,61,61,0,0,0,0,84,84,0
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",186,171,15,119,104,15,67,67,0,58,52,6,56,50,6,2,2,0,33,31,2
MO-604a,"Kansas City, Independence, Lee?s Summit/Jackson, Wyandotte Counties, MO & KS","2,705","1,876",829,"1,453",992,461,"1,252",884,368,943,548,395,386,223,163,557,325,232,338,219,119
MO-606,Missouri Balance of State CoC,"2,114","1,469",645,"1,223",846,377,891,623,268,263,185,78,185,140,45,78,45,33,191,162,29
MS-500,"Jackson/Rankin, Madison Counties CoC","1,037",380,657,883,230,653,154,150,4,304,44,260,277,32,245,27,12,15,140,13,127
MS-501,Mississippi Balance of State CoC,"1,018",579,439,646,351,295,372,228,144,119,13,106,95,13,82,24,0,24,59,39,20
MS-503,Gulf Port/Gulf Coast Regional CoC,358,83,275,265,45,220,93,38,55,78,10,68,78,10,68,0,0,0,45,19,26
MT-500,Montana Statewide CoC,"1,833","1,153",680,"1,166",653,513,667,500,167,388,213,175,304,161,143,84,52,32,323,147,176
NC-500,Winston Salem/Forsyth County CoC,556,436,120,422,304,118,134,132,2,183,112,71,179,110,69,4,2,2,43,27,16
NC-501,Asheville/Buncombe County CoC,560,478,82,466,384,82,94,94,0,80,40,40,78,38,40,2,2,0,230,219,11
NC-502,Durham City & County CoC,698,635,63,572,509,63,126,126,0,134,81,53,131,78,53,3,3,0,116,100,16
NC-503,North Carolina Balance of State CoC,"2,922","2,266",656,"1,723","1,272",451,"1,199",994,205,256,138,118,194,105,89,62,33,29,143,102,41
NC-504,Greensboro/High Point CoC,990,835,155,680,525,155,310,310,0,116,57,59,116,57,59,0,0,0,104,87,17
NC-505,Charlotte/Mecklenberg CoC,"2,567","2,266",301,"1,526","1,225",301,"1,041","1,041",0,202,127,75,189,114,75,13,13,0,373,360,13
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",469,316,153,347,214,133,122,102,20,44,14,30,43,14,29,1,0,1,28,21,7
NC-507,Raleigh/Wake County CoC,"1,116",928,188,843,659,184,273,269,4,100,48,52,97,45,52,3,3,0,141,113,28
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",611,129,482,574,112,462,37,17,20,80,40,40,68,35,33,12,5,7,47,12,35
NC-511,Fayetteville/Cumberland County CoC,"1,606",306,"1,300",889,132,757,717,174,543,339,15,324,295,15,280,44,0,44,152,39,113
NC-513,Chapel Hill/Orange County CoC,110,82,28,88,60,28,22,22,0,29,14,15,29,14,15,0,0,0,8,6,2
NC-516,Northwest North Carolina CoC,"1,319",132,"1,187",350,65,285,969,67,902,58,16,42,46,16,30,12,0,12,28,5,23
ND-500,North Dakota Statewide CoC,688,635,53,485,445,40,203,190,13,86,78,8,81,75,6,5,3,2,160,144,16
NE-500,Nebraska Balance of State CoC,"1,278",593,685,466,259,207,812,334,478,136,34,102,72,17,55,64,17,47,28,13,15
NE-501,Omaha/Council Bluffs CoC,"1,530","1,508",22,"1,085","1,063",22,445,445,0,204,199,5,191,186,5,13,13,0,143,141,2
NE-502,Lincoln CoC,981,856,125,664,539,125,317,317,0,161,100,61,133,85,48,28,15,13,78,59,19
NH-500,New Hampshire Balance of State CoC,761,695,66,401,343,58,360,352,8,132,84,48,125,78,47,7,6,1,43,38,5
NH-501,Manchester CoC,399,339,60,226,169,57,173,170,3,57,43,14,57,43,14,0,0,0,16,14,2
NH-502,Nashua/Hillsborough County CoC,336,295,41,205,171,34,131,124,7,85,53,32,55,30,25,30,23,7,68,64,4
NJ-500,Atlantic City & County CoC,631,562,69,459,392,67,172,170,2,117,101,16,117,101,16,0,0,0,53,44,9
NJ-501,Bergen County CoC,454,422,32,284,258,26,170,164,6,54,45,9,54,45,9,0,0,0,18,17,1
NJ-502,Burlington County CoC,823,794,29,407,382,25,416,412,4,75,68,7,45,38,7,30,30,0,19,15,4
NJ-503,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1,215","1,051",164,672,556,116,543,495,48,95,65,30,76,54,22,19,11,8,97,82,15
NJ-504,Newark/Essex County CoC,"1,504","1,335",169,941,796,145,563,539,24,178,132,46,137,105,32,41,27,14,80,59,21
NJ-506,Jersey City/Bayonne/Hudson County CoC,"2,087","1,793",294,750,484,266,"1,337","1,309",28,111,30,81,111,30,81,0,0,0,45,21,24
NJ-507,New Brunswick/Middlesex County CoC,"1,145",833,312,525,337,188,620,496,124,63,33,30,60,30,30,3,3,0,35,16,19
NJ-508,Monmouth County CoC,650,595,55,272,242,30,378,353,25,73,59,14,56,48,8,17,11,6,16,12,4
NJ-509,Morris County CoC,281,209,72,179,110,69,102,99,3,37,22,15,37,22,15,0,0,0,14,11,3
NJ-510,Lakewood Township/Ocean County CoC,649,598,51,449,406,43,200,192,8,38,36,2,36,34,2,2,2,0,6,3,3
NJ-511,Paterson/Passaic County CoC,518,418,100,256,192,64,262,226,36,39,28,11,26,19,7,13,9,4,18,12,6
NJ-512,Salem County CoC,78,49,29,27,14,13,51,35,16,1,0,1,1,0,1,0,0,0,2,0,2
NJ-513,Somerset County CoC,295,272,23,177,167,10,118,105,13,2,0,2,2,0,2,0,0,0,97,93,4
NJ-514,Trenton/Mercer County CoC,"1,009",903,106,551,476,75,458,427,31,71,48,23,62,42,20,9,6,3,71,61,10
NJ-515,Elizabeth/Union County CoC,"1,456","1,406",50,512,466,46,944,940,4,27,20,7,27,20,7,0,0,0,16,16,0
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",230,189,41,142,109,33,88,80,8,45,30,15,34,21,13,11,9,2,5,3,2
NM-500,Albuquerque CoC,"1,431","1,044",387,"1,004",655,349,427,389,38,428,267,161,387,238,149,41,29,12,187,116,71
NM-501,New Mexico Balance of State CoC,"1,814","1,353",461,"1,132",816,316,682,537,145,644,346,298,586,328,258,58,18,40,158,86,72
NV-500,Las Vegas/Clark County CoC,"7,323","3,082","4,241","6,581","2,358","4,223",742,724,18,"1,449",374,"1,075","1,434",361,"1,073",15,13,2,"1,113",595,518
NV-501,Reno/Sparks/Washoe County CoC,869,705,164,749,585,164,120,120,0,215,208,7,111,104,7,104,104,0,112,92,20
NV-502,Nevada Balance of State CoC,305,183,122,163,56,107,142,127,15,61,17,44,58,15,43,3,2,1,4,4,0
NY-500,Rochester/Irondequoit/Greece/Monroe County CoC,699,699,0,377,377,0,322,322,0,89,89,0,77,77,0,12,12,0,53,53,0
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",305,286,19,220,203,17,85,83,2,38,26,12,34,22,12,4,4,0,23,10,13
NY-503,Albany City & County CoC,590,562,28,372,344,28,218,218,0,108,80,28,95,67,28,13,13,0,112,107,5
NY-504,Cattaragus County CoC,38,37,1,11,10,1,27,27,0,6,5,1,6,5,1,0,0,0,3,3,0
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",882,866,16,653,637,16,229,229,0,119,105,14,104,92,12,15,13,2,69,69,0
NY-506,"Fulton, Montgomery, Schoharie Counties CoC",72,64,8,35,27,8,37,37,0,3,2,1,3,2,1,0,0,0,0,0,0
NY-507,Schenectady City & County CoC,287,269,18,190,172,18,97,97,0,59,50,9,49,40,9,10,10,0,14,12,2
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1,183","1,067",116,770,654,116,413,413,0,133,87,46,131,85,46,2,2,0,67,63,4
NY-510,Ithaca/Tompkins County CoC,68,53,15,39,24,15,29,29,0,13,2,11,13,2,11,0,0,0,1,0,1
NY-511,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",292,281,11,283,272,11,9,9,0,0,0,0,0,0,0,0,0,0,5,5,0
NY-512,Troy/Rensselaer County CoC,225,176,49,83,34,49,142,142,0,54,26,28,36,8,28,18,18,0,8,5,3
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",121,121,0,84,84,0,37,37,0,5,5,0,5,5,0,0,0,0,39,39,0
NY-514,Jamestown/Dunkirk/Chautauqua County CoC,33,33,0,27,27,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NY-516,Clinton County CoC,236,219,17,149,137,12,87,82,5,36,36,0,31,31,0,5,5,0,14,6,8
NY-518,"Utica/Rome/Oneida, Madison Counties CoC",176,154,22,85,77,8,91,77,14,19,15,4,19,15,4,0,0,0,8,6,2
NY-519,Columbia/Greene County CoC,132,132,0,60,60,0,72,72,0,5,5,0,0,0,0,5,5,0,4,4,0
NY-520,Franklin County CoC,14,5,9,14,5,9,0,0,0,7,0,7,3,0,3,4,0,4,0,0,0
NY-522,Jefferson/Lewis/St. Lawrence Counties CoC,95,81,14,82,73,9,13,8,5,16,10,6,11,10,1,5,0,5,34,33,1
NY-523,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",299,262,37,174,150,24,125,112,13,51,37,14,38,24,14,13,13,0,38,34,4
NY-600,New York City CoC,"56,672","53,410","3,262","23,543","20,281","3,262","33,129","33,129",0,"3,277","1,189","2,088","2,988",900,"2,088",289,289,0,"3,790","3,266",524
NY-601,Poughkeepsie/Dutchess County CoC,453,409,44,248,207,41,205,202,3,44,12,32,42,11,31,2,1,1,15,13,2
NY-602,Newburgh/Middletown/Orange County CoC,502,356,146,323,177,146,179,179,0,117,54,63,106,43,63,11,11,0,13,7,6
NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3,359","3,224",135,"1,082",947,135,"2,277","2,277",0,312,291,21,152,131,21,160,160,0,407,401,6
NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,"1,741","1,703",38,726,688,38,"1,015","1,015",0,309,275,34,309,275,34,0,0,0,223,218,5
NY-606,Rockland County CoC,107,104,3,77,74,3,30,30,0,4,1,3,4,1,3,0,0,0,6,6,0
NY-607,Sullivan County CoC,630,618,12,257,249,8,373,369,4,52,52,0,49,49,0,3,3,0,6,6,0
NY-608,Kingston/Ulster County CoC,355,291,64,169,107,62,186,184,2,21,7,14,19,7,12,2,0,2,9,4,5
OH-500,Cincinnati/Hamilton County CoC,"1,654","1,608",46,887,841,46,767,767,0,234,221,13,234,221,13,0,0,0,200,194,6
OH-501,Toledo/Lucas County CoC,977,840,137,650,520,130,327,320,7,138,99,39,136,97,39,2,2,0,71,49,22
OH-502,Cleveland/Cuyahoga County CoC,"2,191","2,067",124,"1,626","1,502",124,565,565,0,375,296,79,375,296,79,0,0,0,334,312,22
OH-503,Columbus/Franklin County CoC,"1,434","1,252",182,"1,068",886,182,366,366,0,311,174,137,311,174,137,0,0,0,133,126,7
OH-504,Youngstown/Mahoning County CoC,224,214,10,86,76,10,138,138,0,54,47,7,26,19,7,28,28,0,12,9,3
OH-505,Dayton/Kettering/Montgomery County CoC,"1,081","1,014",67,639,572,67,442,442,0,48,37,11,48,37,11,0,0,0,136,124,12
OH-506,Akron/Barberton/Summit County CoC,813,647,166,510,351,159,303,296,7,208,113,95,205,110,95,3,3,0,91,33,58
OH-507,Ohio Balance of State CoC,"5,121","4,185",936,"2,137","1,492",645,"2,984","2,693",291,530,324,206,380,194,186,150,130,20,225,159,66
OH-508,Canton/Massillon/Alliance/Stark County CoC,482,419,63,252,192,60,230,227,3,84,56,28,73,48,25,11,8,3,42,28,14
OK-500,North Central Oklahoma CoC,204,147,57,108,71,37,96,76,20,24,17,7,20,13,7,4,4,0,7,4,3
OK-501,Tulsa City & County/Broken Arrow CoC,"1,021",876,145,804,659,145,217,217,0,88,84,4,86,82,4,2,2,0,173,154,19
OK-502,Oklahoma City CoC,"1,303",942,361,"1,069",722,347,234,220,14,235,59,176,230,56,174,5,3,2,155,109,46
OK-503,Oklahoma Balance of State CoC,571,144,427,285,50,235,286,94,192,32,0,32,16,0,16,16,0,16,22,3,19
OK-504,Norman/Cleveland County CoC,616,160,456,433,68,365,183,92,91,44,20,24,30,16,14,14,4,10,2,2,0
OK-505,Northeast Oklahoma CoC,342,277,65,217,184,33,125,93,32,92,82,10,50,50,0,42,32,10,14,14,0
OK-506,Southwest Oklahoma Regional CoC,396,233,163,221,150,71,175,83,92,6,6,0,6,6,0,0,0,0,16,5,11
OK-507,Southeastern Oklahoma Regional CoC,579,264,315,317,169,148,262,95,167,48,19,29,43,14,29,5,5,0,15,8,7
OR-500,Eugene/Springfield/Lane County CoC,"2,057",651,"1,406","1,539",366,"1,173",518,285,233,628,79,549,586,79,507,42,0,42,264,78,186
OR-501,Portland-Gresham-Multnomah County CoC,"4,423","2,709","1,714","2,918","1,316","1,602","1,505","1,393",112,"1,090",304,786,"1,025",252,773,65,52,13,380,162,218
OR-502,Medford/Ashland/Jackson County CoC,691,441,250,560,319,241,131,122,9,172,55,117,160,51,109,12,4,8,136,123,13
OR-503,Central Oregon CoC,808,276,532,460,151,309,348,125,223,131,14,117,81,11,70,50,3,47,82,20,62
OR-505,Oregon Balance of State CoC,"6,105","2,035","4,070","3,342","1,232","2,110","2,763",803,"1,960",949,271,678,665,236,429,284,35,249,314,134,180
OR-506,Hillsboro/Beaverton/Washington County CoC,751,309,442,399,89,310,352,220,132,160,12,148,156,12,144,4,0,4,103,39,64
OR-507,Clackamas County CoC,993,124,869,570,19,551,423,105,318,172,19,153,109,13,96,63,6,57,77,2,75
PA-500,Philadelphia CoC,"5,780","5,280",500,"2,976","2,476",500,"2,804","2,804",0,"1,037",257,780,590,200,390,447,57,390,394,320,74
PA-501,Harrisburg/Dauphin County CoC,386,328,58,235,179,56,151,149,2,65,37,28,63,35,28,2,2,0,45,41,4
PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,604,566,38,244,206,38,360,360,0,64,45,19,50,31,19,14,14,0,17,14,3
PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,178,173,5,94,89,5,84,84,0,5,3,2,5,3,2,0,0,0,22,22,0
PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,419,396,23,148,125,23,271,271,0,52,38,14,49,35,14,3,3,0,12,9,3
PA-505,Chester County CoC,691,667,24,476,452,24,215,215,0,69,62,7,69,62,7,0,0,0,304,300,4
PA-506,Reading/Berks County CoC,340,323,17,216,208,8,124,115,9,55,47,8,55,47,8,0,0,0,30,28,2
PA-508,Scranton/Lackawanna County CoC,260,238,22,92,70,22,168,168,0,31,16,15,29,14,15,2,2,0,33,31,2
PA-509,Eastern Pennsylvania CoC,"1,752","1,621",131,664,546,118,"1,088","1,075",13,121,91,30,105,75,30,16,16,0,88,70,18
PA-510,Lancaster City & County CoC,562,553,9,241,232,9,321,321,0,49,44,5,47,42,5,2,2,0,68,65,3
PA-511,Bristol/Bensalem/Bucks County CoC,458,407,51,142,93,49,316,314,2,30,3,27,30,3,27,0,0,0,14,5,9
PA-512,York City & County CoC,284,259,25,129,111,18,155,148,7,51,46,5,31,28,3,20,18,2,15,13,2
PA-600,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,"1,376","1,320",56,816,760,56,560,560,0,271,239,32,263,231,32,8,8,0,214,206,8
PA-601,Western Pennsylvania CoC,"1,097","1,031",66,566,529,37,531,502,29,140,133,7,118,111,7,22,22,0,180,178,2
PA-603,Beaver County CoC,110,105,5,65,62,3,45,43,2,8,5,3,8,5,3,0,0,0,2,2,0
PA-605,Erie City & County CoC,439,393,46,191,178,13,248,215,33,58,55,3,52,49,3,6,6,0,18,17,1
PR-502,Puerto Rico Balance of Commonwealth CoC,"1,685",805,880,"1,348",603,745,337,202,135,"1,567",118,"1,449",752,70,682,815,48,767,80,22,58
PR-503,South/Southeast Puerto Rico CoC,"1,527",541,986,"1,146",341,805,381,200,181,"1,684",133,"1,551",845,129,716,839,4,835,36,7,29
RI-500,Rhode Island Statewide CoC,"1,277","1,249",28,788,760,28,489,489,0,154,154,0,148,148,0,6,6,0,96,96,0
SC-500,Charleston/Low Country CoC,483,271,212,416,208,208,67,63,4,58,15,43,58,15,43,0,0,0,124,98,26
SC-501,Greenville/Anderson/Spartanburg Upstate CoC,"1,324","1,139",185,786,601,185,538,538,0,57,56,1,57,56,1,0,0,0,115,91,24
SC-502,Columbia/Midlands CoC,"1,648",946,702,"1,306",687,619,342,259,83,174,31,143,152,31,121,22,0,22,226,111,115
SC-503,Myrtle Beach/Sumter City & County CoC,"1,460",420,"1,040",819,293,526,641,127,514,239,12,227,121,11,110,118,1,117,78,20,58
SD-500,South Dakota Statewide CoC,859,795,64,512,465,47,347,330,17,138,125,13,113,100,13,25,25,0,124,114,10
TN-500,Chattanooga/Southeast Tennessee CoC,548,374,174,364,256,108,184,118,66,70,55,15,70,55,15,0,0,0,60,45,15
TN-501,Memphis/Shelby County CoC,"2,076","1,750",326,"1,386","1,064",322,690,686,4,265,76,189,255,66,189,10,10,0,411,384,27
TN-502,Knoxville/Knox County CoC,854,721,133,772,645,127,82,76,6,174,132,42,174,132,42,0,0,0,82,62,20
TN-503,Central Tennessee CoC,245,232,13,190,180,10,55,52,3,29,27,2,29,27,2,0,0,0,41,39,2
TN-504,Nashville/Davidson County CoC,"1,934","1,571",363,"1,690","1,327",363,244,244,0,"1,055",695,360,"1,013",653,360,42,42,0,393,285,108
TN-506,Oak Ridge/Upper Cumberland CoC,658,159,499,480,120,360,178,39,139,39,2,37,34,2,32,5,0,5,24,6,18
TN-507,Jackson/West Tennessee CoC,"1,692",230,"1,462","1,071",125,946,621,105,516,256,37,219,200,32,168,56,5,51,96,11,85
TN-509,Appalachian Regional CoC,424,323,101,303,231,72,121,92,29,56,31,25,49,24,25,7,7,0,122,116,6
TN-510,Murfreesboro/Rutherford County CoC,218,122,96,149,64,85,69,58,11,75,9,66,69,9,60,6,0,6,19,11,8
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",777,296,481,500,155,345,277,141,136,247,62,185,221,53,168,26,9,17,37,14,23
TX-500,San Antonio/Bexar County CoC,"3,670","2,043","1,627","1,289",499,790,"2,381","1,544",837,539,285,254,526,272,254,13,13,0,286,221,65
TX-503,Austin/Travis County CoC,"2,244","1,375",869,"1,572",717,855,672,658,14,733,292,441,708,270,438,25,22,3,353,146,207
TX-600,Dallas City & County/Irving CoC,"3,447","3,242",205,"1,598","1,406",192,"1,849","1,836",13,442,298,144,434,291,143,8,7,1,409,346,63
TX-601,Fort Worth/Arlington/Tarrant County CoC,"2,123","1,987",136,"1,269","1,135",134,854,852,2,225,187,38,219,181,38,6,6,0,164,136,28
TX-603,El Paso City & County CoC,"1,236","1,054",182,742,560,182,494,494,0,115,75,40,105,65,40,10,10,0,112,65,47
TX-604,Waco/McLennan County CoC,319,258,61,162,106,56,157,152,5,34,2,32,29,2,27,5,0,5,58,41,17
TX-607,Texas Balance of State (BoS) CoC,"12,764","3,342","9,422","7,727","1,952","5,775","5,037","1,390","3,647","2,895",670,"2,225","2,528",473,"2,055",367,197,170,"1,728",461,"1,267"
TX-611,Amarillo CoC,528,477,51,383,332,51,145,145,0,77,55,22,72,51,21,5,4,1,79,75,4
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",226,169,57,182,131,51,44,38,6,118,88,30,110,80,30,8,8,0,6,6,0
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","7,187","3,363","3,824","5,621","2,081","3,540","1,566","1,282",284,"1,422",178,"1,244","1,370",161,"1,209",52,17,35,"1,162",380,782
TX-701,Bryan/College Station/Brazos Valley CoC,308,191,117,198,111,87,110,80,30,50,50,0,14,14,0,36,36,0,7,7,0
UT-500,Salt Lake City & County CoC,"2,463","2,273",190,"1,466","1,292",174,997,981,16,317,253,64,243,201,42,74,52,22,259,244,15
UT-503,Utah Balance of State CoC,879,684,195,453,302,151,426,382,44,99,44,55,72,39,33,27,5,22,62,47,15
UT-504,Provo/Mountainland CoC,185,95,90,130,47,83,55,48,7,27,2,25,16,0,16,11,2,9,9,6,3
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",933,858,75,747,676,71,186,182,4,76,43,33,76,43,33,0,0,0,158,146,12
VA-501,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC",652,567,85,456,373,83,196,194,2,83,49,34,83,49,34,0,0,0,77,59,18
VA-502,Roanoke City & County/Salem CoC,561,523,38,429,391,38,132,132,0,149,140,9,149,140,9,0,0,0,72,71,1
VA-503,Virginia Beach CoC,440,349,91,244,153,91,196,196,0,62,40,22,52,30,22,10,10,0,65,45,20
VA-504,Charlottesville CoC,191,164,27,151,124,27,40,40,0,76,54,22,76,54,22,0,0,0,12,12,0
VA-505,Newport News/Hampton/Virginia Peninsula CoC,681,620,61,486,425,61,195,195,0,170,134,36,157,121,36,13,13,0,223,212,11
VA-507,Portsmouth CoC,332,154,178,248,83,165,84,71,13,42,21,21,41,20,21,1,1,0,23,13,10
VA-508,Lynchburg CoC,214,145,69,147,90,57,67,55,12,43,21,22,23,12,11,20,9,11,22,11,11
VA-513,"Harrisburg, Winchester/Western Virginia CoC",313,262,51,182,139,43,131,123,8,80,67,13,76,64,12,4,3,1,26,19,7
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",193,146,47,109,67,42,84,79,5,63,25,38,47,14,33,16,11,5,15,10,5
VA-521,Virginia Balance of State (BoS) CoC,957,742,215,485,327,158,472,415,57,131,68,63,89,51,38,42,17,25,47,31,16
VA-600,Arlington County CoC,451,320,131,263,132,131,188,188,0,175,82,93,175,82,93,0,0,0,24,16,8
VA-601,Fairfax County CoC,"1,534","1,356",178,697,519,178,837,837,0,358,230,128,353,225,128,5,5,0,60,50,10
VA-602,Loudoun County CoC,168,132,36,70,41,29,98,91,7,18,7,11,18,7,11,0,0,0,8,5,3
VA-603,City of Alexandria CoC,352,330,22,213,191,22,139,139,0,60,40,20,60,40,20,0,0,0,20,15,5
VA-604,Prince William County CoC,452,327,125,157,68,89,295,259,36,60,21,39,56,17,39,4,4,0,29,12,17
VI-500,Virgin Islands CoC,484,106,378,438,60,378,46,46,0,193,2,191,193,2,191,0,0,0,33,1,32
VT-500,Vermont Balance of State CoC,776,630,146,438,333,105,338,297,41,127,108,19,103,94,9,24,14,10,80,71,9
VT-501,Burlington/Chittenden County CoC,384,307,77,215,150,65,169,157,12,101,45,56,87,34,53,14,11,3,29,22,7
WA-500,Seattle/King County CoC,"8,899","6,281","2,618","5,748","3,154","2,594","3,151","3,127",24,846,618,228,841,613,228,5,5,0,796,633,163
WA-501,Washington Balance of State CoC,"4,819","3,228","1,591","2,606","1,357","1,249","2,213","1,871",342,680,236,444,567,176,391,113,60,53,326,216,110
WA-502,Spokane City & County CoC,"1,185","1,055",130,662,570,92,523,485,38,82,59,23,80,59,21,2,0,2,99,89,10
WA-503,Tacoma/Lakewood/Pierce County CoC,"1,997","1,805",192,687,514,173,"1,310","1,291",19,219,111,108,213,107,106,6,4,2,91,61,30
WA-504,Everett/Snohomish County CoC,"2,061","1,344",717,902,333,569,"1,159","1,011",148,172,69,103,163,65,98,9,4,5,88,42,46
WA-507,Yakima City & County CoC,523,470,53,228,186,42,295,284,11,131,96,35,114,87,27,17,9,8,26,25,1
WA-508,Vancouver/Clark County CoC,"1,020",844,176,440,330,110,580,514,66,83,38,45,63,31,32,20,7,13,49,31,18
WI-500,Wisconsin Balance of State CoC,"3,618","3,239",379,"1,556","1,328",228,"2,062","1,911",151,233,197,36,148,128,20,85,69,16,280,278,2
WI-501,Milwaukee City & County CoC,"1,432","1,318",114,915,812,103,517,506,11,129,77,52,124,75,49,5,2,3,199,191,8
WI-502,Racine City & County CoC,241,230,11,142,131,11,99,99,0,10,10,0,10,10,0,0,0,0,35,35,0
WI-503,Madison/Dane County CoC,736,659,77,420,348,72,316,311,5,115,77,38,95,57,38,20,20,0,25,21,4
WV-500,Wheeling/Weirton Area CoC,116,106,10,85,75,10,31,31,0,58,44,14,29,22,7,29,22,7,10,10,0
WV-501,"Huntington/Cabell, Wayne Counties CoC",274,235,39,176,137,39,98,98,0,37,23,14,33,19,14,4,4,0,21,13,8
