,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
TN-509,466,369,226,61.20%,346,120,0,47,148,318,346,249,118,47.40%,0,0,37,118,228,120,120,120,108,90.00%,10,30,90,0,0,0,0,0.00%,0,274,274,262,192,73.30%,206,28,72,202
TN-510,153,98,87,88.80%,127,26,0,22,92,61,127,79,75,94.90%,0,8,18,78,49,26,26,19,12,63.20%,4,14,12,0,0,0,0,0.00%,0,118,118,118,69,58.50%,33,21,61,57
TN-512,378,240,155,64.60%,270,108,0,84,208,170,270,139,98,70.50%,55,14,65,182,88,108,108,101,57,56.40%,19,26,82,0,0,0,0,0.00%,0,24,24,24,0,0.00%,8,0,0,24
TX-500,"2,346","2,101","1,856",88.30%,"1,332",970,44,370,"1,232","1,114","1,332","1,152","1,094",95.00%,35,12,153,524,808,970,970,905,718,79.30%,217,708,262,44,44,44,44,100.00%,44,876,876,876,476,54.30%,44,158,522,354
TX-501,952,887,335,37.80%,664,288,0,123,237,715,664,599,197,32.90%,80,10,108,187,477,288,288,288,138,47.90%,15,50,238,0,0,0,0,0.00%,0,132,132,132,15,11.40%,20,12,48,84
TX-503,"1,214","1,000",897,89.70%,607,591,16,322,740,474,607,521,521,100.00%,15,164,120,263,344,591,591,463,360,77.80%,202,477,114,16,16,16,16,100.00%,16,871,871,871,647,74.30%,232,122,275,596
TX-504,144,118,82,69.50%,104,40,0,26,84,60,104,78,42,53.80%,0,30,20,54,50,40,40,40,40,100.00%,6,30,10,0,0,0,0,0.00%,0,42,42,42,42,100.00%,21,4,8,34
TX-600,"4,675","4,138","1,359",32.80%,"2,169","2,461",45,485,"1,578","3,097","2,169","1,873",110,5.90%,0,95,162,551,"1,618","2,461","2,461","2,220","1,204",54.20%,323,"1,027","1,434",45,45,45,45,100.00%,45,"1,640","1,640","1,640","1,061",64.70%,711,82,191,"1,449"
TX-601,"2,264","1,917","1,917",100.00%,"1,344",900,20,345,"1,092","1,172","1,344","1,170","1,170",100.00%,33,46,106,432,912,900,900,727,727,100.00%,239,660,240,20,20,20,20,100.00%,20,"1,512","1,512","1,512","1,512",100.00%,700,206,524,988
TX-603,"1,298","1,194","1,009",84.50%,777,501,20,159,603,695,777,688,618,89.80%,0,76,67,267,510,501,501,486,371,76.30%,92,336,165,20,20,20,20,100.00%,20,270,270,270,145,53.70%,92,15,52,218
TX-604,286,213,197,92.50%,109,161,16,33,126,160,109,54,54,100.00%,0,33,13,46,63,161,161,143,143,100.00%,20,80,81,16,16,16,0,0.00%,16,102,102,102,31,30.40%,15,6,20,82
TX-607,"4,186","2,612","1,766",67.60%,"3,267",919,0,659,"2,422","1,764","3,267","1,877","1,193",63.60%,20,273,467,"1,825","1,442",919,919,735,573,78.00%,192,597,322,0,0,0,0,0.00%,0,382,382,382,124,32.50%,112,44,121,261
TX-610,76,52,52,100.00%,58,18,0,12,42,34,58,34,34,100.00%,0,18,7,24,34,18,18,18,18,100.00%,5,18,.,0,0,0,0,0.00%,0,48,48,48,48,100.00%,0,4,12,36
TX-611,609,585,581,99.30%,526,83,0,61,217,392,526,502,498,99.20%,0,20,34,139,387,83,83,83,83,100.00%,27,78,5,0,0,0,0,0.00%,0,96,96,96,52,54.20%,53,8,22,74
TX-624,284,190,190,100.00%,284,0,0,32,142,142,284,190,190,100.00%,0,0,32,142,142,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,4,4,4,4,100.00%,0,1,4,0
TX-700,"4,695","3,867","2,751",71.10%,"1,378","3,292",25,565,"1,841","2,854","1,378","1,167","1,063",91.10%,0,203,154,530,848,"3,292","3,292","2,675","1,663",62.20%,411,"1,311","1,981",25,25,25,25,100.00%,25,"3,002","3,002","2,796","1,631",58.30%,573,522,"1,802","1,200"
TX-701,302,257,237,92.20%,207,95,0,47,105,197,207,162,148,91.40%,0,9,27,65,142,95,95,95,89,93.70%,20,40,55,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-702,270,167,63,37.70%,150,120,0,67,178,92,150,95,23,24.20%,0,10,32,90,60,120,120,72,40,55.60%,35,88,32,0,0,0,0,0.00%,0,16,16,16,16,100.00%,7,3,9,7
TX-703,722,620,142,22.90%,259,463,0,103,235,487,259,209,79,37.80%,0,25,36,78,181,463,463,411,63,15.30%,67,157,306,0,0,0,0,0.00%,0,62,62,62,32,51.60%,12,19,44,18
UT-500,"1,746","1,421","1,245",87.60%,916,781,49,234,801,945,916,728,620,85.20%,452,105,99,322,594,781,781,644,576,89.40%,135,479,302,49,49,49,49,100.00%,49,"1,297","1,297","1,297","1,203",92.80%,415,156,539,758
UT-503,"1,048",607,442,72.80%,512,536,0,180,696,352,512,286,204,71.30%,110,76,74,319,193,536,536,321,238,74.10%,106,377,159,0,0,0,0,0.00%,0,164,164,164,99,60.40%,95,12,24,140
UT-504,160,96,62,64.60%,73,87,0,34,111,49,73,31,15,48.40%,0,0,16,62,11,87,87,65,47,72.30%,18,49,38,0,0,0,0,0.00%,0,132,132,132,120,90.90%,57,11,36,96
VA-500,968,904,698,77.20%,310,648,10,90,306,662,310,258,258,100.00%,69,120,29,118,192,648,648,636,430,67.60%,61,188,460,10,10,10,10,100.00%,10,525,525,525,257,49.00%,117,79,236,289
VA-501,571,467,264,56.50%,364,207,0,75,321,250,364,308,127,41.20%,108,72,42,186,178,207,207,159,137,86.20%,33,135,72,0,0,0,0,0.00%,0,357,357,357,271,75.90%,161,31,132,225
VA-502,635,599,194,32.40%,408,227,0,39,169,466,408,372,80,21.50%,0,5,20,104,304,227,227,227,114,50.20%,19,65,162,0,0,0,0,0.00%,0,114,114,114,47,41.20%,17,11,28,86
VA-503,380,250,213,85.20%,125,255,0,69,278,102,125,62,61,98.40%,64,0,16,74,51,255,255,188,152,80.90%,53,204,51,0,0,0,0,0.00%,0,275,275,275,275,100.00%,50,19,50,225
VA-504,180,147,115,78.20%,92,88,0,50,96,84,92,67,58,86.60%,60,10,26,26,66,88,88,80,57,71.30%,24,70,18,0,0,0,0,0.00%,0,65,65,65,65,100.00%,46,5,13,52
VA-505,580,441,197,44.70%,237,321,22,103,289,291,237,173,30,17.30%,213,38,47,71,166,321,321,246,145,58.90%,56,218,103,22,22,22,22,100.00%,22,439,439,439,155,35.30%,71,60,160,279
VA-507,143,101,101,100.00%,72,71,0,30,111,32,72,30,30,100.00%,60,0,17,62,10,71,71,71,71,100.00%,13,49,22,0,0,0,0,0.00%,0,135,135,135,64,47.40%,62,0,0,135
VA-508,246,246,177,72.00%,137,109,0,38,132,114,137,137,86,62.80%,0,0,25,81,56,109,109,109,91,83.50%,13,51,58,0,0,0,0,0.00%,0,44,44,44,44,100.00%,0,14,32,12
VA-509,68,68,68,100.00%,46,22,0,14,14,54,46,46,46,100.00%,0,10,14,14,32,22,22,22,22,100.00%,.,.,22,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-510,89,69,0,0.00%,81,8,0,57,57,32,81,61,0,0.00%,0,0,57,57,24,8,8,8,0,0.00%,.,.,8,0,0,0,0,0.00%,0,55,55,55,22,40.00%,0,0,0,55
VA-513,234,130,34,26.20%,168,66,0,30,92,142,168,89,22,24.70%,0,29,15,45,123,66,66,41,12,29.30%,15,47,19,0,0,0,0,0.00%,0,45,45,45,4,8.90%,7,10,28,17
VA-514,143,120,112,93.30%,111,32,0,29,84,59,111,88,80,90.90%,37,13,16,52,59,32,32,32,32,100.00%,13,32,0,0,0,0,0,0.00%,0,108,108,46,0,0.00%,31,25,62,46
VA-517,58,58,35,60.30%,46,12,0,3,31,27,46,46,35,76.10%,0,4,3,31,15,12,12,12,0,0.00%,.,.,12,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-518,170,154,147,95.50%,142,28,0,25,105,65,142,126,126,100.00%,22,0,20,84,58,28,28,28,21,75.00%,5,21,7,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-521,901,631,589,93.30%,457,444,0,174,736,165,457,236,215,91.10%,30,7,71,322,135,444,444,395,374,94.70%,103,414,30,0,0,0,0,0.00%,0,12,12,12,12,100.00%,12,0,0,12
VA-600,274,274,263,96.00%,126,143,5,71,213,61,126,126,115,91.30%,73,15,26,82,44,143,143,143,143,100.00%,45,131,12,5,5,5,5,100.00%,5,113,113,113,113,100.00%,56,14,36,77
VA-601,"1,204","1,060",912,86.00%,402,794,8,267,884,320,402,346,338,97.70%,196,108,73,250,152,794,794,706,566,80.20%,194,634,160,8,8,8,8,100.00%,8,392,392,392,342,87.20%,126,27,99,293
VA-602,142,130,130,100.00%,77,65,0,40,117,25,77,65,65,100.00%,16,2,26,61,16,65,65,65,65,100.00%,14,56,9,0,0,0,0,0.00%,0,2,2,2,2,100.00%,1,0,0,2
VA-603,355,338,286,84.60%,195,148,12,55,182,173,195,178,178,100.00%,67,67,26,90,105,148,148,148,96,64.90%,29,92,56,12,12,12,12,100.00%,12,52,52,52,33,63.50%,0,6,15,37
VA-604,349,319,319,100.00%,138,211,0,92,294,55,138,108,108,100.00%,47,0,34,83,55,211,211,211,211,100.00%,58,211,0,0,0,0,0,0.00%,0,26,26,26,18,69.20%,26,0,0,26
VI-500,195,141,141,100.00%,71,124,0,34,72,123,71,37,37,100.00%,0,0,12,44,27,124,124,104,104,100.00%,22,28,96,0,0,0,0,0.00%,0,52,52,52,35,67.30%,14,17,26,26
VT-500,527,424,259,61.10%,265,256,6,113,306,221,265,193,128,66.30%,47,15,55,147,118,256,256,225,125,55.60%,58,159,97,6,6,6,6,100.00%,6,399,399,399,294,73.70%,120,37,98,301
VT-501,278,185,165,89.20%,189,89,0,57,163,115,189,156,136,87.20%,4,2,38,110,79,89,89,29,29,100.00%,19,53,36,0,0,0,0,0.00%,0,94,94,94,81,86.20%,39,2,6,88
WA-500,"6,861","6,238","5,192",83.20%,"2,503","4,313",45,"1,128","4,062","2,799","2,503","2,317","1,931",83.30%,205,218,224,810,"1,693","4,313","4,313","3,876","3,216",83.00%,904,"3,252","1,061",45,45,45,45,100.00%,45,"4,059","4,059","4,059","3,380",83.30%,"1,503",253,825,"3,234"
WA-501,"3,956","3,279","2,628",80.10%,"1,800","2,156",0,805,"2,516","1,440","1,800","1,296","1,009",77.90%,242,142,325,"1,124",676,"2,156","2,156","1,983","1,619",81.60%,480,"1,392",764,0,0,0,0,0.00%,0,"1,435","1,435","1,398",871,62.30%,346,112,349,"1,086"
WA-502,"1,408","1,307",802,61.40%,682,726,0,241,778,630,682,642,360,56.10%,0,0,64,279,403,726,726,665,442,66.50%,177,499,227,0,0,0,0,0.00%,0,475,475,475,266,56.00%,114,65,143,332
WA-503,"1,865","1,633","1,323",81.00%,409,"1,456",0,518,"1,420",445,409,344,324,94.20%,186,37,67,170,239,"1,456","1,456","1,289",999,77.50%,451,"1,250",206,0,0,0,0,0.00%,0,506,506,506,313,61.90%,273,26,82,424
WA-504,"1,468","1,387","1,336",96.30%,394,"1,074",0,368,"1,149",319,394,375,361,96.30%,0,20,46,151,243,"1,074","1,074","1,012",975,96.30%,322,998,76,0,0,0,0,0.00%,0,"1,034","1,034","1,034",841,81.30%,229,196,611,423
WA-507,542,485,224,46.20%,335,207,0,132,365,177,335,298,101,33.90%,55,0,54,174,161,207,207,187,123,65.80%,78,191,16,0,0,0,0,0.00%,0,197,197,197,116,58.90%,9,23,60,137
WA-508,569,546,546,100.00%,146,413,10,158,400,169,146,123,123,100.00%,74,39,44,104,42,413,413,413,413,100.00%,114,296,117,10,10,10,10,100.00%,10,893,893,893,311,34.80%,225,126,405,488
WI-500,"4,105","2,917","2,545",87.20%,"2,030","2,068",7,900,"2,767","1,338","2,030","1,257","1,047",83.30%,117,322,380,"1,225",805,"2,068","2,068","1,653","1,491",90.20%,520,"1,542",526,7,7,7,7,100.00%,7,502,502,502,341,67.90%,27,41,131,371
WI-501,"1,631","1,558","1,409",90.40%,765,823,43,272,789,842,765,702,639,91.00%,31,0,117,322,443,823,823,813,727,89.40%,155,467,356,43,43,43,43,100.00%,43,"1,078","1,078","1,078",948,87.90%,134,81,230,848
WI-502,322,257,239,93.00%,206,116,0,49,150,172,206,175,157,89.70%,0,30,29,87,119,116,116,82,82,100.00%,20,63,53,0,0,0,0,0.00%,0,76,76,71,36,50.70%,19,1,4,72
WI-503,634,587,570,97.10%,323,297,14,114,323,311,323,291,291,100.00%,35,16,60,159,164,297,297,282,265,94.00%,54,164,133,14,14,14,14,100.00%,14,860,860,860,860,100.00%,23,133,508,352
WV-500,143,101,101,100.00%,103,40,0,22,64,79,103,74,74,100.00%,16,6,11,30,73,40,40,27,27,100.00%,11,34,6,0,0,0,0,0.00%,0,16,16,16,16,100.00%,11,0,0,16
WV-501,340,319,319,100.00%,185,144,11,55,176,164,185,164,164,100.00%,0,0,19,72,113,144,144,144,144,100.00%,36,104,40,11,11,11,11,100.00%,11,465,465,465,450,96.80%,70,32,94,371
WV-503,445,428,248,57.90%,312,133,0,55,174,271,312,295,151,51.20%,0,42,37,116,196,133,133,133,97,72.90%,18,58,75,0,0,0,0,0.00%,0,97,97,97,92,94.80%,60,2,5,92
WV-508,950,723,446,61.70%,604,346,0,106,326,624,604,468,308,65.80%,40,23,53,161,443,346,346,255,138,54.10%,53,165,181,0,0,0,0,0.00%,0,237,237,237,103,43.50%,113,28,69,168
WY-500,753,521,375,72.00%,514,239,0,141,368,385,514,324,228,70.40%,0,31,90,233,281,239,239,197,147,74.60%,51,135,104,0,0,0,0,0.00%,0,127,127,127,14,11.00%,14,0,0,127
Total,"429,835","375,613","292,160",,"225,840","201,879","2,116","70,789","221,083","208,752","225,840","190,684","150,555",,"18,952","32,567","34,987","110,703","115,137","201,879","201,879","182,822","139,561",,"35,802","110,380","91,499","2,116","2,116","2,107","2,044",,"2,116","267,106","267,106","264,945","183,682",,"67,964","37,213","105,981","161,125"
