,"Total Beds (ES,TH,SH)",,,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,,Rapid ReHousing (RRH),,,,,,,,,Safe Haven (SH),,,,,,,Permanent Supportive Housing (PSH),,,,,,,,,
CoC Number,"Total Year-Round Beds (ES,TH,RRH,SH)","Total Non-DV Year-Round Beds (ES,TH,RRH,SH)","Total HMIS Year-Round Beds (ES,TH,RRH,SH)","HMIS Participation Rate (ES,TH,RRH,SH)",Total Emergency Shelter (ES) Beds (excluding seasonal+overflow),Total Transitional Housing (TH) Beds,Total Rapid Rehousing (RRH) Beds,Total Safe Haven (SH) Beds,"Total Units for Households with Children (ES,TH,RRH)","Total Beds for Households with Children (ES,TH,RRH)","Total Beds for Households without Children (ES,TH,RRH,SH)","Total Beds for Households with only Children (ES,TH,RRH,SH)",Total Year-Round ES Beds,Total Non-DV Year-Round ES Beds,Total HMIS Year-Round ES Beds,ES HMIS Participation Rate,Total Seasonal ES Beds,Total Overflow ES Beds,Total ES Units for Households with Children,Total ES Beds for Households with Children,Total ES Beds for Households without Children,Total ES Beds for Households with only Children,Total TH Beds,Total Year-Round TH Beds,Total Non-DV Year-Round TH Beds,Total HMIS Year-Round TH Beds,TH HMIS Participation Rate,Total TH Units for Households with Children,Total TH Beds for Households with Children,Total TH Beds for Households without Children,Total TH Beds for Households with only Children,Total RRH Beds,Total Year-Round RRH Beds,Total Non-DV Year-Round RRH Beds,Total HMIS Year-Round RRH Beds,RRH HMIS Participation Rate,Total RRH Units for Households with Children,Total RRH Beds for Households with Children,Total RRH Beds for Households without Children,Total RRH Beds for Households with only Children,Total SH Beds,Total Year-Round SH Beds,Total Non-DV Year-Round SH Beds,Total HMIS Year-Round SH Beds,SH HMIS Participation Rate,Total SH Beds for Households without Children,Total SH Beds for Households with only Children,Total PSH Beds,Total Year-Round PSH Beds,Total Non-DV Year-Round PSH Beds,Total HMIS Year-Round PSH Beds,PSH HMIS Participation Rate,Total Chronic Homeless PSH Beds,Total PSH Units for Households with Children,Total PSH Beds for Households with Children,Total PSH Beds for Households without Children,Total PSH Beds for Households with only Children
MA-505,399,369,360,97.60%,138,261,0,0,47,158,241,0,138,108,99,91.70%,0,0,29,99,39,0,261,261,261,261,100.00%,18,59,202,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,340,340,340,320,94.10%,41,75,220,120,0
MA-506,1542,1477,1430,96.80%,910,619,0,13,294,976,544,22,910,889,874,98.30%,0,226,214,729,159,22,619,619,575,543,94.40%,80,247,372,0,0,0,0,0,0.00%,0,0,0,0,13,13,13,13,100.00%,13,0,944,944,944,804,85.20%,171,134,353,591,0
MA-507,588,547,514,94.00%,187,401,0,0,62,179,401,8,187,146,146,100.00%,65,65,41,121,66,0,401,401,401,368,91.80%,21,58,335,8,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,498,498,498,163,32.70%,266,14,41,457,0
MA-508,515,417,378,90.60%,384,131,0,0,127,381,134,0,384,366,364,99.50%,60,0,94,289,95,0,131,131,51,14,27.50%,33,92,39,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,109,109,91,24,26.40%,36,19,65,44,0
MA-509,487,460,460,100.00%,229,232,26,0,62,180,307,0,229,217,217,100.00%,36,28,24,62,167,0,232,232,217,217,100.00%,36,113,119,0,26,26,26,26,100.00%,2,5,21,0,0,0,0,0,0.00%,0,0,466,466,451,235,52.10%,134,17,43,423,0
MA-510,553,515,481,93.40%,422,120,0,11,141,397,156,0,422,422,388,91.90%,18,700,105,316,106,0,120,120,82,82,100.00%,36,81,39,0,0,0,0,0,0.00%,0,0,0,0,11,11,11,11,100.00%,11,0,425,425,418,215,51.40%,114,50,136,289,0
MA-511,205,189,189,100.00%,205,0,0,0,29,83,122,0,205,189,189,100.00%,0,206,29,83,122,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,340,340,340,299,87.90%,96,55,153,187,0
MA-512,272,228,91,39.90%,84,176,0,12,56,191,81,0,84,84,47,56.00%,0,3,7,30,54,0,176,176,132,33,25.00%,49,161,15,0,0,0,0,0,0.00%,0,0,0,0,12,12,12,11,91.70%,12,0,236,236,226,73,32.30%,93,24,60,176,0
MA-513,358,358,143,39.90%,331,27,0,0,135,347,11,0,331,331,116,35.00%,0,0,129,331,0,0,27,27,27,27,100.00%,6,16,11,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,124,124,124,124,100.00%,35,25,70,54,0
MA-515,256,243,204,84.00%,141,115,0,0,47,163,93,0,141,128,128,100.00%,15,2,23,103,38,0,115,115,115,76,66.10%,24,60,55,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,154,154,154,137,89.00%,39,30,86,68,0
MA-516,830,732,644,88.00%,544,286,0,0,225,584,246,0,544,519,438,84.40%,0,617,165,418,126,0,286,286,213,206,96.70%,60,166,120,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,519,519,509,350,68.80%,149,39,111,408,0
MA-517,156,135,135,100.00%,115,41,0,0,30,80,76,0,115,94,94,100.00%,0,0,21,62,53,0,41,41,41,41,100.00%,9,18,23,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,136,136,136,130,95.60%,39,17,43,93,0
MA-518,217,127,84,66.10%,104,113,0,0,55,152,65,0,104,80,80,100.00%,0,496,15,43,61,0,113,113,47,4,8.50%,40,109,4,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,162,162,153,117,76.50%,153,4,9,153,0
MA-519,273,245,215,87.80%,197,76,0,0,63,221,52,0,197,185,185,100.00%,0,0,43,167,30,0,76,76,60,30,50.00%,20,54,22,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,86,86,86,80,93.00%,26,12,32,54,0
MA-520,597,554,487,87.90%,482,115,0,0,165,452,145,0,482,472,472,100.00%,27,578,140,392,90,0,115,115,82,15,18.30%,25,60,55,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,152,152,152,139,91.40%,65,32,81,71,0
MD-500,93,74,51,68.90%,42,51,0,0,21,58,35,0,42,23,0,0.00%,12,36,6,9,33,0,51,51,51,51,100.00%,15,49,2,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,118,118,118,118,100.00%,17,24,74,44,0
MD-501,2507,2408,1746,72.50%,906,1511,50,40,209,808,1687,12,906,822,595,72.40%,100,380,45,259,635,12,1511,1511,1511,1076,71.20%,151,502,1009,0,50,50,35,35,100.00%,13,47,3,0,40,40,40,40,100.00%,40,0,3205,3205,3205,2281,71.20%,187,458,1337,1868,0
MD-502,162,134,126,94.00%,69,93,0,0,26,104,58,0,69,41,41,100.00%,38,1,10,35,34,0,93,93,93,85,91.40%,16,69,24,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,128,128,128,128,100.00%,3,29,96,32,0
MD-503,245,224,224,100.00%,147,98,0,0,61,173,72,0,147,126,126,100.00%,105,14,37,91,56,0,98,98,98,98,100.00%,24,82,16,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,195,195,195,195,100.00%,68,36,96,99,0
MD-504,128,106,102,96.20%,80,48,0,0,31,100,28,0,80,69,69,100.00%,25,0,17,54,26,0,48,48,37,33,89.20%,14,46,2,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,64,64,64,64,100.00%,22,9,29,35,0
MD-505,420,370,370,100.00%,367,53,0,0,35,260,160,0,367,338,338,100.00%,96,0,19,207,160,0,53,53,32,32,100.00%,16,53,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,466,466,466,241,51.70%,59,91,255,211,0
MD-506,113,105,105,100.00%,62,26,0,25,18,69,44,0,62,54,54,100.00%,25,24,10,46,16,0,26,26,26,26,100.00%,8,23,3,0,0,0,0,0,0.00%,0,0,0,0,25,25,25,25,100.00%,25,0,38,38,38,38,100.00%,31,3,14,24,0
MD-507,208,159,106,66.70%,52,156,0,0,23,81,127,0,52,30,0,0.00%,35,0,1,22,30,0,156,156,129,106,82.20%,22,59,97,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,134,134,134,39,29.10%,12,5,15,119,0
MD-508,333,305,302,99.00%,194,133,6,0,51,197,136,0,194,176,176,100.00%,91,0,25,124,70,0,133,133,123,120,97.60%,24,68,65,0,6,6,6,6,100.00%,2,5,1,0,0,0,0,0,0.00%,0,0,238,238,238,236,99.20%,54,63,185,53,0
MD-509,222,183,173,94.50%,57,165,0,0,49,151,71,0,57,29,29,100.00%,65,0,11,35,22,0,165,165,154,144,93.50%,38,116,49,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,41,41,41,41,100.00%,16,4,8,33,0
MD-510,30,10,10,100.00%,21,9,0,0,9,11,19,0,21,1,1,100.00%,0,0,7,9,12,0,9,9,9,9,100.00%,2,2,7,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,24,24,24,24,100.00%,5,5,5,19,0
MD-511,51,51,46,90.20%,14,37,0,0,12,31,20,0,14,14,14,100.00%,93,0,1,4,10,0,37,37,37,32,86.50%,11,27,10,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,112,112,112,112,100.00%,4,27,81,31,0
MD-512,267,217,85,39.20%,160,107,0,0,15,77,190,0,160,118,61,51.70%,56,0,10,61,99,0,107,107,99,24,24.20%,5,16,91,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,183,183,183,109,59.60%,13,11,42,141,0
MD-513,267,257,235,91.40%,225,42,0,0,49,132,135,0,225,215,193,89.80%,66,10,38,94,131,0,42,42,42,42,100.00%,11,38,4,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,183,183,183,166,90.70%,29,34,92,91,0
MD-600,418,418,316,75.60%,186,232,0,0,90,333,85,0,186,186,186,100.00%,50,54,28,142,44,0,232,232,232,130,56.00%,62,191,41,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,268,268,268,268,100.00%,34,74,190,78,0
MD-601,616,550,550,100.00%,274,302,0,40,95,318,298,0,274,220,220,100.00%,100,265,45,146,128,0,302,302,290,290,100.00%,50,172,130,0,0,0,0,0,0.00%,0,0,0,0,40,40,40,40,100.00%,40,0,1826,1826,1826,1707,93.50%,187,375,1165,661,0
ME-500,2496,2134,1972,92.40%,830,1666,0,0,581,1651,800,45,830,669,543,81.20%,0,40,143,416,376,38,1666,1666,1465,1429,97.50%,438,1235,424,7,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,1775,1775,1745,1701,97.50%,94,354,920,855,0
ME-502,747,731,710,97.10%,368,364,0,15,101,293,450,4,368,352,352,100.00%,0,92,35,118,246,4,364,364,364,343,94.20%,66,175,189,0,0,0,0,0,0.00%,0,0,0,0,15,15,15,15,100.00%,15,0,429,429,429,429,100.00%,86,56,146,283,0
MI-500,2346,1611,1519,94.30%,1214,1083,49,0,519,1510,800,36,1214,626,543,86.70%,20,44,223,664,522,28,1083,1083,936,927,99.00%,282,804,271,8,49,49,49,49,100.00%,14,42,7,0,0,0,0,0,0.00%,0,0,854,854,830,830,100.00%,135,158,429,425,0
MI-501,2755,2626,2132,81.20%,1288,1337,109,21,185,509,2228,18,1288,1227,1153,94.00%,233,82,70,203,1069,16,1337,1337,1269,958,75.50%,115,306,1029,2,109,109,109,0,0.00%,0,0,109,0,21,21,21,21,100.00%,21,0,2120,2120,2120,1478,69.70%,293,320,824,1296,0
MI-502,460,402,402,100.00%,111,320,13,16,86,308,144,8,111,66,66,100.00%,30,0,23,95,8,8,320,320,307,307,100.00%,54,204,116,0,13,13,13,13,100.00%,9,9,4,0,16,16,16,16,100.00%,16,0,344,344,344,344,100.00%,46,83,233,111,0
MI-503,354,260,208,80.00%,163,91,100,0,56,213,135,6,163,121,121,100.00%,80,15,12,81,76,6,91,91,91,87,95.60%,18,42,49,0,100,100,48,0,0.00%,26,90,10,0,0,0,0,0,0.00%,0,0,129,129,129,129,100.00%,56,17,46,83,0
MI-504,446,401,344,85.80%,100,332,14,0,82,241,195,10,100,55,55,100.00%,157,0,15,59,32,9,332,332,332,275,82.80%,64,175,156,1,14,14,14,14,100.00%,3,7,7,0,0,0,0,0,0.00%,0,0,570,570,570,570,100.00%,138,98,252,318,0
MI-505,333,301,244,81.10%,215,118,0,0,45,150,177,6,215,183,157,85.80%,40,0,24,85,124,6,118,118,118,87,73.70%,21,65,53,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,681,681,681,681,100.00%,24,148,467,214,0
MI-506,782,584,584,100.00%,315,467,0,0,136,531,239,12,315,253,253,100.00%,0,59,27,100,203,12,467,467,331,331,100.00%,109,431,36,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,645,645,645,594,92.10%,290,90,203,442,0
MI-507,671,572,572,100.00%,449,222,0,0,95,320,333,18,449,397,397,100.00%,0,0,33,159,277,13,222,222,175,175,100.00%,62,161,56,5,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,456,456,443,443,100.00%,56,104,293,163,0
MI-508,428,398,340,85.40%,348,80,0,0,24,105,314,9,348,318,260,81.80%,0,7,20,89,255,4,80,80,80,80,100.00%,4,16,59,5,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,368,368,368,245,66.60%,127,36,133,235,0
MI-509,356,310,300,96.80%,198,152,6,0,66,200,150,6,198,152,152,100.00%,24,61,36,104,88,6,152,152,152,142,93.40%,29,90,62,0,6,6,6,6,100.00%,1,6,0,0,0,0,0,0,0.00%,0,0,306,306,306,211,69.00%,26,27,89,217,0
MI-510,382,265,265,100.00%,179,193,4,6,48,160,207,15,179,149,149,100.00%,0,5,23,81,88,10,193,193,109,109,100.00%,24,76,112,5,4,4,1,1,100.00%,1,3,1,0,6,6,6,6,100.00%,6,0,286,286,266,243,91.40%,148,40,130,156,0
MI-511,123,63,47,74.60%,66,50,7,0,26,90,33,0,66,29,13,44.80%,15,5,7,34,32,0,50,50,27,27,100.00%,16,50,0,0,7,7,7,7,100.00%,3,6,1,0,0,0,0,0,0.00%,0,0,16,16,16,8,50.00%,8,1,4,12,0
MI-512,296,190,150,78.90%,142,124,30,0,49,151,122,23,142,120,88,73.30%,42,20,11,37,96,9,124,124,40,32,80.00%,33,100,10,14,30,30,30,30,100.00%,5,14,16,0,0,0,0,0,0.00%,0,0,198,198,186,182,97.80%,21,41,116,82,0
MI-513,73,57,16,28.10%,54,19,0,0,9,21,52,0,54,38,0,0.00%,15,0,2,8,46,0,19,19,19,16,84.20%,7,13,6,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,38,38,38,31,81.60%,0,9,30,8,0
MI-514,254,208,181,87.00%,123,131,0,0,27,93,159,2,123,77,77,100.00%,0,19,21,75,48,0,131,131,131,104,79.40%,6,18,111,2,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,210,210,189,24,12.70%,0,9,27,183,0
MI-515,176,158,72,45.60%,105,71,0,0,18,48,128,0,105,87,67,77.00%,20,0,18,48,57,0,71,71,71,5,7.00%,0,0,71,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,13,13,13,13,100.00%,0,2,5,8,0
MI-516,288,268,268,100.00%,151,137,0,0,21,139,142,7,151,131,131,100.00%,0,0,6,96,48,7,137,137,137,137,100.00%,15,43,94,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,435,435,435,376,86.40%,28,79,241,194,0
MI-517,243,201,201,100.00%,108,108,27,0,54,185,57,1,108,78,78,100.00%,0,10,7,68,40,0,108,108,96,96,100.00%,29,99,8,1,27,27,27,27,100.00%,18,18,9,0,0,0,0,0,0.00%,0,0,63,63,63,45,71.40%,0,20,48,15,0
MI-518,91,40,28,70.00%,37,54,0,0,40,79,12,0,37,17,17,100.00%,0,0,20,37,0,0,54,54,23,11,47.80%,20,42,12,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,24,24,24,24,100.00%,6,14,14,10,0
MI-519,380,294,290,98.60%,158,214,8,0,90,251,129,0,158,138,138,100.00%,0,10,36,76,82,0,214,214,148,144,97.30%,52,168,46,0,8,8,8,8,100.00%,2,7,1,0,0,0,0,0,0.00%,0,0,105,105,105,99,94.30%,2,15,36,69,0
MI-523,148,118,118,100.00%,43,77,28,0,33,143,5,0,43,32,32,100.00%,0,17,10,42,1,0,77,77,58,58,100.00%,14,77,0,0,28,28,28,28,100.00%,9,24,4,0,0,0,0,0,0.00%,0,0,11,11,11,11,100.00%,0,2,5,6,0
MN-500,3068,2849,2231,78.30%,2006,1062,0,0,697,1939,1129,0,2006,1812,1612,89.00%,100,332,410,1203,803,0,1062,1062,1037,619,59.70%,287,736,326,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,4513,4513,4477,2603,58.10%,1653,537,1705,2791,17
MN-501,1486,1292,909,70.40%,617,763,96,10,283,825,636,25,617,442,164,37.10%,0,30,70,255,351,11,763,763,744,649,87.20%,200,528,221,14,96,96,96,96,100.00%,13,42,54,0,10,10,10,0,0.00%,10,0,2399,2399,2399,2214,92.30%,987,398,1316,1081,2
MN-502,465,330,175,53.00%,252,213,0,0,88,363,102,0,252,176,38,21.60%,23,12,38,169,83,0,213,213,154,137,89.00%,50,194,19,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,382,382,382,382,100.00%,249,68,188,194,0
MN-503,595,520,385,74.00%,232,363,0,0,152,432,163,0,232,157,97,61.80%,0,33,49,146,86,0,363,363,363,288,79.30%,103,286,77,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,533,533,533,442,82.90%,73,109,304,229,0
MN-504,95,61,59,96.70%,12,83,0,0,22,79,15,1,12,12,10,83.30%,0,0,3,7,5,0,83,83,49,49,100.00%,19,72,10,1,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,148,148,133,128,96.20%,45,36,89,59,0
MN-505,482,412,288,69.90%,199,283,0,0,98,236,245,1,199,137,118,86.10%,40,0,38,113,85,1,283,283,275,170,61.80%,60,123,160,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,435,435,435,293,67.40%,88,155,305,130,0
MN-506,266,236,207,87.70%,105,161,0,0,63,173,79,14,105,83,66,79.50%,20,1,15,55,40,10,161,161,153,141,92.20%,48,118,39,4,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,426,426,426,383,89.90%,30,104,340,86,0
MN-508,205,180,180,100.00%,97,74,34,0,49,135,70,0,97,72,72,100.00%,0,43,15,43,54,0,74,74,74,74,100.00%,24,64,10,0,34,34,34,34,100.00%,10,28,6,0,0,0,0,0,0.00%,0,0,392,392,392,355,90.60%,54,96,276,116,0
MN-509,339,296,296,100.00%,127,212,0,0,82,208,131,0,127,84,84,100.00%,0,0,19,44,83,0,212,212,212,212,100.00%,63,164,48,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,738,738,738,738,100.00%,112,202,408,330,0
MN-511,125,112,89,79.50%,33,92,0,0,31,87,38,0,33,20,19,95.00%,0,4,9,21,12,0,92,92,92,70,76.10%,22,66,26,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,169,169,169,122,72.20%,44,38,136,33,0
MO-500,440,405,324,80.00%,185,255,0,0,80,299,73,68,185,150,150,100.00%,0,0,32,131,24,30,255,255,255,174,68.20%,48,168,49,38,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,409,409,409,409,100.00%,91,121,318,91,0
MO-501,1329,1175,928,79.00%,562,749,0,18,237,637,685,7,562,503,322,64.00%,16,48,99,209,353,0,749,749,654,606,92.70%,138,428,314,7,0,0,0,0,0.00%,0,0,0,0,18,18,18,0,0.00%,18,0,1447,1447,1447,1364,94.30%,294,207,709,738,0
MO-503,316,268,146,54.50%,124,192,0,0,59,186,124,6,124,76,76,100.00%,0,230,26,91,27,6,192,192,192,70,36.50%,33,95,97,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,108,108,108,91,84.30%,3,15,39,69,0
MO-600,619,468,339,72.40%,197,422,0,0,133,385,234,0,197,116,77,66.40%,80,0,41,97,100,0,422,422,352,262,74.40%,92,288,134,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,91,91,91,72,79.10%,25,24,41,50,0
MO-602,614,560,350,62.50%,306,308,0,0,84,244,358,12,306,306,96,31.40%,0,8,46,132,162,12,308,308,254,254,100.00%,38,112,196,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,163,163,163,109,66.90%,6,32,99,64,0
MO-603,163,94,94,100.00%,95,50,0,18,21,74,89,0,95,50,50,100.00%,25,10,12,45,50,0,50,50,26,26,100.00%,9,29,21,0,0,0,0,0,0.00%,0,0,0,0,18,18,18,18,100.00%,18,0,222,222,205,205,100.00%,35,40,140,82,0
MO-604,1967,1577,1410,89.40%,996,893,68,10,418,1012,931,24,996,732,587,80.20%,56,94,154,382,600,14,893,893,767,745,97.10%,244,578,311,4,68,68,68,68,100.00%,20,52,10,6,10,10,10,10,100.00%,10,0,1506,1506,1506,1221,81.10%,191,424,712,789,5
MO-606,2313,1339,537,40.10%,1561,742,2,8,315,897,1355,61,1561,637,347,54.50%,32,42,239,687,819,55,742,742,692,180,26.00%,76,210,526,6,2,2,2,2,100.00%,0,0,2,0,8,8,8,8,100.00%,8,0,1293,1293,1293,1119,86.50%,62,240,674,619,0
MS-500,582,501,364,72.70%,212,370,0,0,26,269,313,0,212,172,152,88.40%,50,17,5,87,125,0,370,370,329,212,64.40%,21,182,188,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,314,314,314,314,100.00%,0,9,50,264,0
MS-501,1112,837,622,74.30%,588,460,64,0,166,556,373,183,588,320,253,79.10%,0,19,98,340,185,63,460,460,453,305,67.30%,58,189,151,120,64,64,64,64,100.00%,10,27,37,0,0,0,0,0,0.00%,0,0,145,145,145,120,82.80%,27,16,54,91,0
MS-503,129,89,51,57.30%,78,51,0,0,37,75,54,0,78,38,38,100.00%,0,0,20,40,38,0,51,51,51,13,25.50%,17,35,16,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,52,52,52,52,100.00%,38,3,8,44,0
MT-500,1493,1216,479,39.40%,777,675,41,0,290,799,690,4,777,598,143,23.90%,30,117,116,374,399,4,675,675,577,295,51.10%,163,397,278,0,41,41,41,41,100.00%,11,28,13,0,0,0,0,0,0.00%,0,0,624,624,624,209,33.50%,84,102,294,330,0
NC-500,528,493,367,74.40%,310,202,16,0,48,187,341,0,310,281,205,73.00%,44,15,17,63,247,0,202,202,196,146,74.50%,29,115,87,0,16,16,16,16,100.00%,2,9,7,0,0,0,0,0,0.00%,0,0,504,504,504,350,69.40%,128,91,256,248,0
NC-501,674,625,594,95.00%,207,280,187,0,96,241,433,0,207,188,182,96.80%,29,54,25,55,152,0,280,280,250,250,100.00%,19,48,232,0,187,187,187,162,86.60%,52,138,49,0,0,0,0,0,0.00%,0,0,530,530,530,335,63.20%,195,27,70,460,0
NC-502,804,788,287,36.40%,345,459,0,0,62,191,613,0,345,329,168,51.10%,0,8,28,98,247,0,459,459,459,119,25.90%,34,93,366,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,265,265,265,228,86.00%,146,33,117,148,0
NC-503,3519,2667,1884,70.60%,2399,1030,90,0,431,1664,1842,13,2399,1602,1200,74.90%,110,43,258,1074,1316,9,1030,1030,975,594,60.90%,152,529,497,4,90,90,90,90,100.00%,21,61,29,0,0,0,0,0,0.00%,0,0,1187,1187,1187,1132,95.40%,121,243,709,478,0
NC-504,823,779,692,88.80%,362,415,46,0,119,350,461,12,362,362,358,98.90%,119,1,30,90,260,12,415,415,371,288,77.60%,70,226,189,0,46,46,46,46,100.00%,19,34,12,0,0,0,0,0,0.00%,0,0,385,385,385,241,62.60%,68,90,279,106,0
NC-505,2006,1926,1755,91.10%,876,1013,117,0,468,932,1063,11,876,796,775,97.40%,134,28,160,265,602,9,1013,1013,1013,863,85.20%,251,565,446,2,117,117,117,117,100.00%,57,102,15,0,0,0,0,0,0.00%,0,0,808,808,808,522,64.60%,494,101,284,524,0
NC-506,447,350,238,68.00%,315,132,0,0,46,166,281,0,315,260,202,77.70%,10,21,32,102,213,0,132,132,90,36,40.00%,14,64,68,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,171,171,171,81,47.40%,27,4,20,151,0
NC-507,1213,1174,1117,95.10%,678,284,251,0,181,492,715,6,678,639,599,93.70%,86,0,42,145,527,6,284,284,284,267,94.00%,51,118,166,0,251,251,251,251,100.00%,88,229,22,0,0,0,0,0,0.00%,0,0,987,987,987,756,76.60%,102,163,421,566,0
NC-509,271,225,145,64.40%,194,77,0,0,32,104,152,15,194,148,98,66.20%,98,6,25,88,91,15,77,77,77,47,61.00%,7,16,61,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,181,181,181,181,100.00%,51,62,110,71,0
NC-511,297,244,211,86.50%,110,187,0,0,60,220,77,0,110,93,93,100.00%,0,10,12,39,71,0,187,187,151,118,78.10%,48,181,6,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,214,214,214,214,100.00%,205,52,136,78,0
NC-513,100,100,100,100.00%,64,36,0,0,10,36,64,0,64,64,64,100.00%,0,22,0,0,64,0,36,36,36,36,100.00%,10,36,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,97,97,97,97,100.00%,15,22,67,30,0
NC-516,152,78,68,87.20%,104,33,15,0,27,61,91,0,104,34,24,70.60%,17,15,21,35,69,0,33,33,29,29,100.00%,4,16,17,0,15,15,15,15,100.00%,2,10,5,0,0,0,0,0,0.00%,0,0,39,39,32,32,100.00%,2,6,14,25,0
ND-500,729,566,511,90.30%,575,154,0,0,95,294,435,0,575,475,420,88.40%,0,44,72,202,373,0,154,154,91,91,100.00%,23,92,62,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,570,570,570,497,87.20%,100,70,185,385,0
NE-500,990,733,458,62.50%,491,499,0,0,202,612,331,47,491,286,129,45.10%,0,0,94,289,170,32,499,499,447,329,73.60%,108,323,161,15,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,279,279,279,69,24.70%,16,49,144,135,0
NE-501,1715,1616,1586,98.10%,885,633,197,0,209,698,1017,0,885,821,815,99.30%,0,113,69,255,630,0,633,633,598,574,96.00%,91,284,349,0,197,197,197,197,100.00%,49,159,38,0,0,0,0,0,0.00%,0,0,672,672,672,465,69.20%,223,88,266,406,0
NE-502,1023,840,751,89.40%,329,694,0,0,133,543,445,35,329,279,277,99.30%,0,95,4,167,146,16,694,694,561,474,84.50%,129,376,299,19,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,93,93,93,92,98.90%,22,9,21,72,0
NH-500,768,613,554,90.40%,443,294,31,0,151,469,299,0,443,318,318,100.00%,118,4,76,234,209,0,294,294,264,205,77.70%,73,231,63,0,31,31,31,31,100.00%,2,4,27,0,0,0,0,0,0.00%,0,0,374,374,374,273,73.00%,63,59,184,190,0
