,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
CT-503,812,746,617,75.99%,557,255,0,128,405,393,14,557,512,446,80.07%,19,45,73,267,276,14,255,234,171,67.06%,55,138,117,0,0,0,0,.,0,0,0,0,121,121,109,90.08%,28,73,48,0,13,13,4,30.77%,3,11,2,0,108,108,105,97.22%,25,62,46,0,1315,1302,1178,89.58%,174,465,850,0,0,0,0,.,0,0,0,0
CT-505,1919,1663,1568,81.71%,1386,533,0,280,908,1007,4,1386,1195,1166,84.13%,306,82,191,649,733,4,533,468,402,75.42%,89,259,274,0,0,0,0,.,0,0,0,0,273,273,273,100.00%,64,195,78,0,273,273,273,100.00%,64,195,78,0,0,0,0,.,0,0,0,0,3957,3896,2997,75.74%,499,1504,2453,0,0,0,0,.,0,0,0,0
DC-500,6963,6570,6374,91.54%,4843,2120,0,1239,3798,3155,10,4843,4670,4571,94.38%,599,103,811,2607,2226,10,2120,1900,1803,85.05%,428,1191,929,0,0,0,0,.,0,0,0,0,2921,2921,2921,100.00%,888,2736,185,0,2859,2859,2859,100.00%,868,2674,185,0,62,62,62,100.00%,20,62,0,0,5679,5643,5059,89.08%,853,2703,2976,0,0,0,0,.,0,0,0,0
DE-500,1146,1068,621,54.19%,588,558,0,184,497,633,16,588,510,290,49.32%,70,45,67,215,368,5,558,558,331,59.32%,117,282,265,11,0,0,0,.,0,0,0,0,176,176,176,100.00%,40,147,29,0,176,176,176,100.00%,40,147,29,0,0,0,0,.,0,0,0,0,727,727,546,75.10%,21,63,664,0,0,0,0,.,0,0,0,0
FL-500,798,730,673,84.34%,444,354,0,71,253,507,38,444,376,376,84.68%,0,115,26,118,294,32,354,354,297,83.90%,45,135,213,6,0,0,0,.,0,0,0,0,48,48,48,100.00%,9,31,17,0,48,48,48,100.00%,9,31,17,0,0,0,0,.,0,0,0,0,275,275,275,100.00%,34,117,158,0,0,0,0,.,0,0,0,0
FL-501,1302,1148,1005,77.19%,735,557,10,190,574,728,0,735,627,537,73.06%,0,19,101,317,418,0,557,511,458,82.23%,89,257,300,0,10,10,10,100.00%,0,0,10,0,347,347,309,89.05%,79,269,78,0,347,347,309,89.05%,79,269,78,0,0,0,0,.,0,0,0,0,1437,1437,1401,97.49%,167,496,941,0,76,76,7,9.21%,8,25,51,0
FL-502,2507,2388,2240,89.35%,1535,927,45,299,782,1670,55,1535,1469,1396,90.94%,0,126,198,431,1080,24,927,874,799,86.19%,101,351,545,31,45,45,45,100.00%,0,0,45,0,408,408,408,100.00%,0,0,408,0,408,408,408,100.00%,0,0,408,0,0,0,0,.,0,0,0,0,1200,1174,1174,97.83%,76,243,957,0,0,0,0,.,0,0,0,0
FL-503,512,512,362,70.70%,222,290,0,43,237,275,0,222,222,186,83.78%,0,8,13,84,138,0,290,290,176,60.69%,30,153,137,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,148,148,148,100.00%,33,88,60,0,0,0,0,.,0,0,0,0
FL-504,563,434,372,66.07%,153,410,0,90,377,186,0,153,86,71,46.41%,187,0,19,83,70,0,410,348,301,73.41%,71,294,116,0,0,0,0,.,0,0,0,0,170,170,170,100.00%,52,121,49,0,170,170,170,100.00%,52,121,49,0,0,0,0,.,0,0,0,0,426,426,106,24.88%,50,164,262,0,0,0,0,.,0,0,0,0
FL-505,289,265,205,70.93%,141,148,0,21,107,174,8,141,117,57,40.43%,0,20,10,33,108,0,148,148,148,100.00%,11,74,66,8,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,97,97,97,100.00%,29,97,0,0,0,0,0,.,0,0,0,0
FL-506,594,506,506,85.19%,366,228,0,63,235,335,24,366,323,323,88.25%,49,110,34,159,189,18,228,183,183,80.26%,29,76,146,6,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,382,382,217,56.81%,56,119,263,0,176,176,176,100.00%,48,140,36,0
FL-507,2155,1929,1750,81.21%,978,1177,0,236,907,1248,0,978,784,671,68.61%,0,6,79,366,612,0,1177,1145,1079,91.67%,157,541,636,0,0,0,0,.,0,0,0,0,417,361,361,86.57%,105,315,102,0,217,161,161,74.19%,41,115,102,0,200,200,200,100.00%,64,200,0,0,1377,1377,286,20.77%,4,16,1361,0,0,0,0,.,0,0,0,0
FL-508,402,312,255,63.43%,213,189,0,47,115,217,70,213,162,162,76.06%,25,25,13,53,106,54,189,172,93,49.21%,34,62,111,16,0,0,0,.,0,0,0,0,48,48,0,0.00%,3,8,40,0,48,48,0,0.00%,3,8,40,0,0,0,0,.,0,0,0,0,666,666,48,7.21%,49,189,477,0,0,0,0,.,0,0,0,0
FL-509,273,225,225,82.42%,136,137,0,57,190,71,12,136,88,88,64.71%,0,0,37,124,0,12,137,137,137,100.00%,20,66,71,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,308,308,308,100.00%,60,135,173,0,0,0,0,.,0,0,0,0
FL-510,1626,1495,586,36.04%,932,694,0,192,612,992,22,932,801,398,42.70%,35,9,89,386,524,22,694,694,188,27.09%,103,226,468,0,0,0,0,.,0,0,0,0,325,325,284,87.38%,44,157,168,0,325,325,284,87.38%,44,157,168,0,0,0,0,.,0,0,0,0,1027,1027,407,39.63%,315,642,385,0,610,610,127,20.82%,97,161,449,0
FL-511,776,726,547,70.49%,287,489,0,48,211,553,12,287,237,168,58.54%,0,33,19,89,198,0,489,489,379,77.51%,29,122,355,12,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,312,312,170,54.49%,0,0,312,0,0,0,0,.,0,0,0,0
FL-512,265,199,152,57.36%,90,175,0,87,188,77,0,90,40,40,44.44%,0,2,23,58,32,0,175,159,112,64.00%,64,130,45,0,0,0,0,.,0,0,0,0,110,110,110,100.00%,31,108,2,0,110,110,110,100.00%,31,108,2,0,0,0,0,.,0,0,0,0,96,96,35,36.46%,19,50,46,0,0,0,0,.,0,0,0,0
FL-513,865,837,697,80.58%,103,762,0,177,667,168,30,103,103,41,39.81%,50,9,5,25,58,20,762,734,656,86.09%,172,642,110,10,0,0,0,.,0,0,0,0,80,80,0,0.00%,38,38,42,0,80,80,0,0.00%,38,38,42,0,0,0,0,.,0,0,0,0,76,76,0,0.00%,24,56,20,0,76,76,76,100.00%,18,76,0,0
FL-514,369,318,369,100.00%,218,151,0,24,161,166,42,218,167,218,100.00%,0,0,9,93,95,30,151,151,151,100.00%,15,68,71,12,0,0,0,.,0,0,0,0,50,50,50,100.00%,7,18,32,0,50,50,50,100.00%,7,18,32,0,0,0,0,.,0,0,0,0,127,127,127,100.00%,65,87,40,0,0,0,0,.,0,0,0,0
FL-515,214,191,169,78.97%,58,156,0,34,77,127,10,58,35,35,60.34%,30,0,7,28,20,10,156,156,134,85.90%,27,49,107,0,0,0,0,.,0,0,0,0,20,20,0,0.00%,11,20,0,0,20,20,0,0.00%,11,20,0,0,0,0,0,.,0,0,0,0,50,50,0,0.00%,50,50,0,0,0,0,0,.,0,0,0,0
FL-517,275,254,126,45.82%,126,149,0,47,197,78,0,126,105,16,12.70%,0,3,7,60,66,0,149,149,110,73.83%,40,137,12,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,54,54,54,100.00%,13,40,14,0,0,0,0,.,0,0,0,0
FL-518,87,49,49,56.32%,42,45,0,8,33,42,12,42,12,12,28.57%,0,0,6,25,5,12,45,37,37,82.22%,2,8,37,0,0,0,0,.,0,0,0,0,6,6,0,0.00%,6,6,0,0,6,6,0,0.00%,6,6,0,0,0,0,0,.,0,0,0,0,67,51,11,16.42%,31,53,14,0,0,0,0,.,0,0,0,0
FL-519,180,124,124,68.89%,106,74,0,16,52,124,4,106,50,50,47.17%,0,9,14,38,64,4,74,74,74,100.00%,2,14,60,0,0,0,0,.,0,0,0,0,138,138,97,70.29%,5,138,0,0,138,138,97,70.29%,5,138,0,0,0,0,0,.,0,0,0,0,150,150,150,100.00%,105,131,19,0,0,0,0,.,0,0,0,0
FL-520,327,223,223,68.20%,219,108,0,61,170,156,1,219,121,121,55.25%,15,13,47,143,75,1,108,102,102,94.44%,14,27,81,0,0,0,0,.,0,0,0,0,8,8,8,100.00%,2,8,0,0,8,8,8,100.00%,2,8,0,0,0,0,0,.,0,0,0,0,64,64,64,100.00%,10,36,28,0,2,2,2,100.00%,0,0,2,0
FL-600,3554,3035,2622,73.78%,1738,1788,28,422,1694,1850,10,1738,1589,1488,85.62%,0,80,187,775,953,10,1788,1418,1106,61.86%,235,919,869,0,28,28,28,100.00%,0,0,28,0,381,381,381,100.00%,79,239,142,0,381,381,381,100.00%,79,239,142,0,0,0,0,.,0,0,0,0,4188,4188,3424,81.76%,569,2021,2167,0,0,0,0,.,0,0,0,0
FL-601,1956,1824,1453,74.28%,820,1101,35,192,680,1273,3,820,688,648,79.02%,0,132,57,255,563,2,1101,1101,770,69.94%,135,425,675,1,35,35,35,100.00%,0,0,35,0,432,432,432,100.00%,69,231,201,0,432,432,432,100.00%,69,231,201,0,0,0,0,.,0,0,0,0,1749,1749,1374,78.56%,171,551,1198,0,451,451,78,17.29%,99,344,107,0
FL-602,200,186,186,93.00%,74,122,4,31,71,107,22,74,60,60,81.08%,0,0,16,32,42,0,122,122,122,100.00%,15,39,61,22,4,4,4,100.00%,0,0,4,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,23,23,23,100.00%,1,4,19,0,76,76,72,94.74%,0,0,76,0
FL-603,339,249,201,59.29%,254,85,0,25,129,200,10,254,164,139,54.72%,0,0,24,125,119,10,85,85,62,72.94%,1,4,81,0,0,0,0,.,0,0,0,0,54,54,54,100.00%,7,24,30,0,54,54,54,100.00%,7,24,30,0,0,0,0,.,0,0,0,0,401,401,116,28.93%,285,285,116,0,0,0,0,.,0,0,0,0
FL-604,420,361,361,85.95%,268,152,0,25,89,323,8,268,209,209,77.99%,0,0,15,54,206,8,152,152,152,100.00%,10,35,117,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,201,201,186,92.54%,11,36,165,0,16,16,16,100.00%,4,10,6,0
FL-605,770,578,550,71.43%,415,339,16,75,365,383,22,415,315,287,69.16%,0,0,42,209,196,10,339,247,247,72.86%,33,156,171,12,16,16,16,100.00%,0,0,16,0,84,84,84,100.00%,0,0,84,0,84,84,84,100.00%,0,0,84,0,0,0,0,.,0,0,0,0,1349,1349,979,72.57%,266,888,461,0,0,0,0,.,0,0,0,0
FL-606,408,330,158,38.73%,218,190,0,24,81,315,12,218,158,56,25.69%,0,9,11,45,161,12,190,172,102,53.68%,13,36,154,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,21,21,21,100.00%,2,5,16,0,0,0,0,.,0,0,0,0
GA-500,3609,3567,2621,72.62%,1643,1966,0,183,758,2851,0,1643,1601,1080,65.73%,148,149,60,345,1298,0,1966,1966,1541,78.38%,123,413,1553,0,0,0,0,.,0,0,0,0,197,194,194,98.48%,45,141,56,0,197,194,194,98.48%,45,141,56,0,0,0,0,.,0,0,0,0,2247,2247,1838,81.80%,177,493,1754,0,0,0,0,.,0,0,0,0
GA-501,2858,1676,1333,46.64%,1603,1255,0,538,1859,994,5,1603,885,598,37.31%,20,36,235,769,829,5,1255,795,735,58.57%,303,1090,165,0,0,0,0,.,0,0,0,0,587,515,387,65.93%,156,491,96,0,587,515,387,65.93%,156,491,96,0,0,0,0,.,0,0,0,0,2259,2223,1898,84.02%,430,846,1413,0,0,0,0,.,0,0,0,0
GA-502,422,422,26,6.16%,126,296,0,100,250,164,8,126,126,0,0.00%,0,0,39,95,31,0,296,296,26,8.78%,61,155,133,8,0,0,0,.,0,0,0,0,43,43,0,0.00%,19,43,0,0,0,0,0,.,0,0,0,0,43,43,0,0.00%,19,43,0,0,509,509,0,0.00%,117,312,197,0,0,0,0,.,0,0,0,0
GA-503,114,98,98,85.96%,105,9,0,14,56,58,0,105,89,89,84.76%,35,4,13,52,53,0,9,9,9,100.00%,1,4,5,0,0,0,0,.,0,0,0,0,69,69,69,100.00%,10,27,42,0,69,69,69,100.00%,10,27,42,0,0,0,0,.,0,0,0,0,153,153,110,71.90%,24,60,93,0,0,0,0,.,0,0,0,0
GA-504,366,366,354,96.72%,205,161,0,52,124,242,0,205,205,193,94.15%,0,0,19,53,152,0,161,161,161,100.00%,33,71,90,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,170,170,35,20.59%,144,149,21,0,0,0,0,.,0,0,0,0
GA-505,258,225,116,44.96%,214,44,0,23,78,180,0,214,181,72,33.64%,0,3,23,78,136,0,44,44,44,100.00%,0,0,44,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,141,141,141,100.00%,0,0,141,0,28,28,0,0.00%,0,0,28,0
GA-506,348,272,250,71.84%,107,241,0,70,203,145,0,107,90,77,71.96%,0,78,19,53,54,0,241,182,173,71.78%,51,150,91,0,0,0,0,.,0,0,0,0,51,51,51,100.00%,11,39,12,0,51,51,51,100.00%,11,39,12,0,0,0,0,.,0,0,0,0,414,414,108,26.09%,73,223,191,0,0,0,0,.,0,0,0,0
GA-507,659,621,377,57.21%,298,361,0,56,179,472,8,298,260,210,70.47%,54,0,23,103,187,8,361,361,167,46.26%,33,76,285,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,713,713,583,81.77%,107,465,248,0,0,0,0,.,0,0,0,0
GA-508,585,513,426,72.82%,115,470,0,90,370,215,0,115,63,49,42.61%,0,0,23,102,13,0,470,450,377,80.21%,67,268,202,0,0,0,0,.,0,0,0,0,44,44,44,100.00%,13,44,0,0,44,44,44,100.00%,13,44,0,0,0,0,0,.,0,0,0,0,1713,1713,1207,70.46%,214,613,1100,0,0,0,0,.,0,0,0,0
GU-500,154,101,100,64.94%,132,22,0,19,82,43,29,132,108,78,59.09%,0,7,19,82,21,29,22,22,22,100.00%,0,0,22,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,104,104,57,54.81%,10,27,77,0,0,0,0,.,0,0,0,0
HI-500,876,799,799,91.21%,294,582,0,137,518,358,0,294,225,225,76.53%,0,0,39,127,167,0,582,574,574,98.63%,98,391,191,0,0,0,0,.,0,0,0,0,54,54,54,100.00%,4,13,41,0,54,54,54,100.00%,4,13,41,0,0,0,0,.,0,0,0,0,384,384,294,76.56%,27,104,280,0,0,0,0,.,0,0,0,0
HI-501,3487,3375,3175,91.05%,1110,2352,25,645,2322,1149,16,1110,1027,1016,91.53%,0,61,174,514,580,16,2352,2323,2134,90.73%,471,1808,544,0,25,25,25,100.00%,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,921,921,735,79.80%,113,240,681,0,0,0,0,.,0,0,0,0
IA-500,340,248,124,36.47%,154,186,0,69,190,150,0,154,123,4,2.60%,0,0,15,48,106,0,186,125,120,64.52%,54,142,44,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,83,83,58,69.88%,11,30,53,0,0,0,0,.,0,0,0,0
IA-501,2427,1919,1397,57.56%,1046,1381,0,477,1546,872,9,1046,766,406,38.81%,25,39,167,527,519,0,1381,1153,991,71.76%,310,1019,353,9,0,0,0,.,0,0,0,0,170,87,83,48.82%,65,129,41,0,170,87,83,48.82%,65,129,41,0,0,0,0,.,0,0,0,0,370,370,217,58.65%,57,159,211,0,81,81,58,71.60%,12,34,47,0
IA-502,839,768,494,58.88%,415,424,0,110,296,538,5,415,357,237,57.11%,0,63,37,129,282,4,424,411,257,60.61%,73,167,256,1,0,0,0,.,0,0,0,0,101,101,101,100.00%,24,88,13,0,101,101,101,100.00%,24,88,13,0,0,0,0,.,0,0,0,0,569,569,377,66.26%,101,323,246,0,160,160,160,100.00%,28,113,47,0
ID-500,780,684,285,36.54%,454,326,0,79,222,546,12,454,398,145,31.94%,0,24,48,133,309,12,326,286,140,42.94%,31,89,237,0,0,0,0,.,0,0,0,0,132,132,131,99.24%,36,119,13,0,132,132,131,99.24%,36,119,13,0,0,0,0,.,0,0,0,0,356,356,161,45.22%,47,137,219,0,0,0,0,.,0,0,0,0
ID-501,1079,902,655,60.70%,485,594,0,211,681,396,2,485,308,197,40.62%,0,9,88,256,227,2,594,594,458,77.10%,123,425,169,0,0,0,0,.,0,0,0,0,174,174,174,100.00%,32,129,45,0,174,174,174,100.00%,32,129,45,0,0,0,0,.,0,0,0,0,498,476,451,90.56%,83,270,228,0,0,0,0,.,0,0,0,0
IL-500,162,141,133,82.10%,47,115,0,21,65,97,0,47,26,18,38.30%,40,11,8,25,22,0,115,115,115,100.00%,13,40,75,0,0,0,0,.,0,0,0,0,30,30,30,100.00%,10,28,2,0,30,30,30,100.00%,10,28,2,0,0,0,0,.,0,0,0,0,28,28,28,100.00%,0,0,28,0,60,60,60,100.00%,14,55,5,0
IL-501,394,354,212,53.81%,239,155,0,61,163,218,13,239,199,57,23.85%,0,30,31,83,143,13,155,155,155,100.00%,30,80,75,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,384,384,286,74.48%,40,118,266,0,2,2,2,100.00%,0,0,2,0
IL-502,336,231,169,50.30%,150,186,0,58,203,133,0,150,94,32,21.33%,75,47,17,55,95,0,186,137,137,73.66%,41,148,38,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,246,246,113,45.93%,19,55,191,0,0,0,0,.,0,0,0,0
IL-503,185,185,177,95.68%,10,175,0,26,51,126,8,10,10,10,100.00%,8,0,1,2,0,8,175,175,167,95.43%,25,49,126,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,79,79,78,98.73%,10,28,51,0,0,0,0,.,0,0,0,0
IL-504,228,192,172,75.44%,104,124,0,61,200,28,0,104,68,68,65.38%,0,0,28,79,25,0,124,124,104,83.87%,33,121,3,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,153,153,153,100.00%,22,71,82,0,0,0,0,.,0,0,0,0
IL-506,319,263,263,82.45%,175,144,0,44,141,178,0,175,142,142,81.14%,20,0,16,57,118,0,144,121,121,84.03%,28,84,60,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,397,397,358,90.18%,75,262,135,0,0,0,0,.,0,0,0,0
IL-507,556,469,308,55.40%,382,174,0,59,250,306,0,382,321,175,45.81%,0,0,31,146,236,0,174,148,133,76.44%,28,104,70,0,0,0,0,.,0,0,0,0,4,4,4,100.00%,1,4,0,0,4,4,4,100.00%,1,4,0,0,0,0,0,.,0,0,0,0,234,234,170,72.65%,36,74,160,0,0,0,0,.,0,0,0,0
IL-508,210,164,160,76.19%,75,135,0,53,155,55,0,75,29,25,33.33%,0,19,22,67,8,0,135,135,135,100.00%,31,88,47,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,248,248,220,88.71%,50,109,139,0,0,0,0,.,0,0,0,0
IL-509,89,54,54,60.67%,74,15,0,8,44,45,0,74,54,54,72.97%,0,6,2,29,45,0,15,0,0,0.00%,6,15,0,0,0,0,0,.,0,0,0,0,3,3,3,100.00%,3,3,0,0,3,3,3,100.00%,3,3,0,0,0,0,0,.,0,0,0,0,112,112,97,86.61%,8,27,85,0,0,0,0,.,0,0,0,0
IL-510,5390,5194,4129,76.60%,1632,3717,41,656,2473,2889,28,1632,1632,863,52.88%,0,4,27,127,1501,4,3717,3521,3225,86.76%,629,2346,1347,24,41,41,41,100.00%,0,0,41,0,611,611,611,100.00%,182,539,72,0,611,611,611,100.00%,182,539,72,0,0,0,0,.,0,0,0,0,7959,7959,6255,78.59%,833,2596,5363,0,205,205,0,0.00%,43,156,49,0
IL-511,636,492,469,73.74%,206,415,15,120,393,237,6,206,76,62,30.10%,268,24,27,127,76,3,415,401,392,94.46%,93,266,146,3,15,15,15,100.00%,0,0,15,0,274,274,253,92.34%,63,207,67,0,274,274,253,92.34%,63,207,67,0,0,0,0,.,0,0,0,0,1104,1104,1104,100.00%,160,465,639,0,5,5,0,0.00%,0,0,5,0
IL-512,542,502,466,85.98%,378,140,24,95,277,256,9,378,338,325,85.98%,24,0,54,161,217,0,140,140,117,83.57%,41,116,15,9,24,24,24,100.00%,0,0,24,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,88,88,78,88.64%,14,43,45,0,0,0,0,.,0,0,0,0
IL-513,307,275,275,89.58%,145,162,0,35,146,159,2,145,113,113,77.93%,50,0,13,74,69,2,162,162,162,100.00%,22,72,90,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,147,147,147,100.00%,22,57,90,0,0,0,0,.,0,0,0,0
IL-514,666,602,602,90.39%,176,490,0,129,411,247,8,176,132,132,75.00%,44,4,15,65,103,8,490,470,470,95.92%,114,346,144,0,0,0,0,.,0,0,0,0,25,25,25,100.00%,4,17,8,0,25,25,25,100.00%,4,17,8,0,0,0,0,.,0,0,0,0,332,332,332,100.00%,58,186,146,0,0,0,0,.,0,0,0,0
IL-515,186,131,105,56.45%,104,82,0,42,134,52,0,104,64,44,42.31%,0,0,16,54,50,0,82,67,61,74.39%,26,80,2,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,41,41,31,75.61%,11,32,9,0,0,0,0,.,0,0,0,0
IL-516,319,289,126,39.50%,124,195,0,49,133,183,3,124,94,43,34.68%,0,25,11,48,73,3,195,195,83,42.56%,38,85,110,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,115,115,111,96.52%,22,58,57,0,0,0,0,.,0,0,0,0
IL-517,404,318,318,78.71%,316,88,0,50,148,256,0,316,248,248,78.48%,0,34,26,84,232,0,88,70,70,79.55%,24,64,24,0,0,0,0,.,0,0,0,0,29,29,29,100.00%,11,20,9,0,29,29,29,100.00%,11,20,9,0,0,0,0,.,0,0,0,0,121,121,118,97.52%,2,9,112,0,0,0,0,.,0,0,0,0
IL-518,399,269,170,42.61%,220,179,0,51,275,100,24,220,119,32,14.55%,82,5,20,159,61,0,179,150,138,77.09%,31,116,39,24,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,51,51,51,100.00%,0,0,51,0,0,0,0,.,0,0,0,0
IL-519,206,177,62,30.10%,81,125,0,15,70,128,8,81,57,22,27.16%,0,82,3,15,58,8,125,120,40,32.00%,12,55,70,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,107,107,107,100.00%,28,105,2,0,0,0,0,.,0,0,0,0
IL-520,441,326,189,42.86%,280,161,0,73,208,230,3,280,180,127,45.36%,0,6,50,131,149,0,161,146,62,38.51%,23,77,81,3,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,216,216,178,82.41%,45,123,93,0,0,0,0,.,0,0,0,0
IN-500,510,380,380,74.51%,160,350,0,70,236,268,6,160,86,86,53.75%,69,0,18,60,94,6,350,294,294,84.00%,52,176,174,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,221,207,131,59.28%,8,28,193,0,0,0,0,.,0,0,0,0
IN-502,4264,3268,2095,49.13%,2647,1592,25,702,2240,1989,35,2647,1921,1105,41.75%,179,200,381,1288,1333,26,1592,1322,965,60.62%,321,952,631,9,25,25,25,100.00%,0,0,25,0,953,925,925,97.06%,207,571,380,2,953,925,925,97.06%,207,571,380,2,0,0,0,.,0,0,0,0,1838,1838,1424,77.48%,297,743,1095,0,34,20,8,23.53%,6,26,8,0
IN-503,1737,1430,733,42.20%,908,804,25,191,734,973,30,908,740,291,32.05%,171,205,116,441,437,30,804,665,417,51.87%,75,293,511,0,25,25,25,100.00%,0,0,25,0,295,295,295,100.00%,42,140,155,0,295,295,295,100.00%,42,140,155,0,0,0,0,.,0,0,0,0,1112,1112,735,66.10%,105,363,749,0,98,98,0,0.00%,12,24,74,0
KS-501,232,210,146,62.93%,51,181,0,26,102,120,10,51,51,47,92.16%,0,9,0,0,51,0,181,159,99,54.70%,26,102,69,10,0,0,0,.,0,0,0,0,23,14,14,60.87%,6,18,5,0,23,14,14,60.87%,6,18,5,0,0,0,0,.,0,0,0,0,136,136,65,47.79%,11,39,97,0,0,0,0,.,0,0,0,0
KS-502,514,365,315,61.28%,366,128,20,56,217,295,2,366,294,244,66.67%,105,0,25,113,253,0,128,51,51,39.84%,31,104,22,2,20,20,20,100.00%,0,0,20,0,2,2,2,100.00%,0,0,2,0,2,2,2,100.00%,0,0,2,0,0,0,0,.,0,0,0,0,551,551,551,100.00%,53,181,370,0,0,0,0,.,0,0,0,0
KS-503,408,392,312,76.47%,330,78,0,69,212,196,0,330,314,234,70.91%,0,32,50,166,164,0,78,78,78,100.00%,19,46,32,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,400,400,400,100.00%,78,169,231,0,0,0,0,.,0,0,0,0
KS-505,189,85,85,44.97%,118,71,0,54,171,18,0,118,58,58,49.15%,0,0,36,110,8,0,71,27,27,38.03%,18,61,10,0,0,0,0,.,0,0,0,0,34,34,34,100.00%,10,30,4,0,34,34,34,100.00%,10,30,4,0,0,0,0,.,0,0,0,0,26,26,26,100.00%,0,0,26,0,12,12,0,0.00%,2,6,6,0
KS-507,1636,1267,776,47.43%,979,657,0,256,815,821,0,979,638,340,34.73%,15,73,142,470,509,0,657,629,436,66.36%,114,345,312,0,0,0,0,.,0,0,0,0,127,118,118,92.91%,31,91,36,0,127,118,118,92.91%,31,91,36,0,0,0,0,.,0,0,0,0,287,287,287,100.00%,33,108,179,0,0,0,0,.,0,0,0,0
KY-500,1775,1299,869,48.96%,1137,638,0,260,822,937,16,1137,771,394,34.65%,87,22,130,443,678,16,638,528,475,74.45%,130,379,259,0,0,0,0,.,0,0,0,0,83,80,80,96.39%,21,61,22,0,83,80,80,96.39%,21,61,22,0,0,0,0,.,0,0,0,0,1062,914,725,68.27%,220,560,502,0,0,0,0,.,0,0,0,0
