,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
IA-501,"2,541","2,107","1,679",79.70%,"1,002","1,539",0,491,"1,662",879,"1,002",602,459,76.20%,39,82,144,469,533,"1,539","1,539","1,505","1,220",81.10%,347,"1,193",346,0,0,0,0,0.00%,0,454,454,454,348,76.70%,64,55,145,309
IA-502,"1,278","1,202","1,078",89.70%,403,875,0,133,484,794,403,341,341,100.00%,0,0,32,122,281,875,875,861,737,85.60%,101,362,513,0,0,0,0,0.00%,0,331,331,331,310,93.70%,41,74,254,77
ID-500,873,752,393,52.30%,487,386,0,114,359,514,487,472,191,40.50%,146,259,62,176,311,386,386,280,202,72.10%,52,183,203,0,0,0,0,0.00%,0,158,158,158,115,72.80%,64,24,71,87
ID-501,"1,071",791,646,81.70%,419,652,0,222,685,386,419,223,166,74.40%,0,21,81,229,190,652,652,568,480,84.50%,141,456,196,0,0,0,0,0.00%,0,224,224,224,224,100.00%,76,43,110,114
IL-500,191,170,129,75.90%,14,177,0,31,103,88,14,14,14,100.00%,40,74,2,8,6,177,177,156,115,73.70%,29,95,82,0,0,0,0,0.00%,0,26,26,26,26,100.00%,5,0,0,26
IL-501,557,507,259,51.10%,244,313,0,103,287,270,244,199,129,64.80%,0,27,22,93,151,313,313,308,130,42.20%,81,194,119,0,0,0,0,0.00%,0,190,190,190,117,61.60%,16,16,38,152
IL-502,360,276,213,77.20%,106,239,15,65,215,145,106,71,71,100.00%,118,22,22,71,35,239,239,190,127,66.80%,43,144,95,15,15,15,15,100.00%,15,96,96,96,85,88.50%,45,10,26,70
IL-503,356,324,230,71.00%,47,309,0,37,109,247,47,31,26,83.90%,8,6,5,11,36,309,309,293,204,69.60%,32,98,211,0,0,0,0,0.00%,0,112,112,112,84,75.00%,67,18,41,71
IL-504,244,208,186,89.40%,118,126,0,61,200,44,118,82,82,100.00%,0,40,28,77,41,126,126,126,104,82.50%,33,123,3,0,0,0,0,0.00%,0,104,104,104,104,100.00%,37,10,28,76
IL-505,113,65,63,96.90%,32,81,0,24,69,44,32,0,0,0.00%,0,10,8,24,8,81,81,65,63,96.90%,16,45,36,0,0,0,0,0.00%,0,45,45,45,43,95.60%,26,0,0,45
IL-506,429,409,409,100.00%,158,271,0,79,245,184,158,138,138,100.00%,0,270,10,30,128,271,271,271,271,100.00%,69,215,56,0,0,0,0,0.00%,0,288,288,288,190,66.00%,26,60,115,173
IL-507,573,472,374,79.20%,327,246,0,66,302,271,327,252,202,80.20%,0,0,37,151,176,246,246,220,172,78.20%,29,151,95,0,0,0,0,0.00%,0,288,288,288,204,70.80%,76,39,134,154
IL-508,244,212,202,95.30%,142,102,0,58,173,71,142,110,100,90.90%,0,20,27,80,62,102,102,102,102,100.00%,31,93,9,0,0,0,0,0.00%,0,190,190,190,190,100.00%,35,40,117,73
IL-509,92,58,34,58.60%,24,68,0,25,70,22,24,24,0,0.00%,0,10,1,4,20,68,68,34,34,100.00%,24,66,2,0,0,0,0,0.00%,0,54,54,54,54,100.00%,26,0,0,54
IL-510,"5,745","5,485","3,507",63.90%,"1,825","3,850",70,856,"3,087","2,658","1,825","1,786",557,31.20%,140,500,119,359,"1,466","3,850","3,850","3,629","2,880",79.40%,737,"2,728","1,122",70,70,70,70,100.00%,70,"7,688","7,688","7,684","5,220",67.90%,"1,897",814,"2,474","5,214"
IL-511,921,807,797,98.80%,176,730,15,190,661,260,176,87,87,100.00%,312,7,10,91,85,730,730,705,695,98.60%,180,570,160,15,15,15,15,100.00%,15,193,193,193,188,97.40%,61,25,81,112
IL-512,434,385,304,79.00%,243,167,24,87,243,191,243,194,160,82.50%,15,147,40,104,139,167,167,167,120,71.90%,47,139,28,24,24,24,24,100.00%,24,67,67,67,67,100.00%,9,9,20,47
IL-513,241,209,209,100.00%,127,114,0,24,73,168,127,95,95,100.00%,50,0,7,26,101,114,114,114,114,100.00%,17,47,67,0,0,0,0,0.00%,0,119,119,119,116,97.50%,42,16,40,79
IL-514,735,661,661,100.00%,213,522,0,144,435,300,213,164,164,100.00%,0,0,23,54,159,522,522,497,497,100.00%,121,381,141,0,0,0,0,0.00%,0,243,243,243,243,100.00%,79,40,128,115
IL-515,188,134,80,59.70%,74,114,0,50,160,28,74,45,0,0.00%,0,0,16,51,23,114,114,89,80,89.90%,34,109,5,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,7,15,5
IL-516,197,169,101,59.80%,118,72,7,47,84,113,118,90,30,33.30%,0,4,16,29,89,72,72,72,64,88.90%,31,55,17,7,7,7,7,100.00%,7,98,98,98,98,100.00%,39,17,43,55
IL-517,461,418,418,100.00%,320,141,0,53,170,291,320,288,288,100.00%,0,8,26,88,232,141,141,130,130,100.00%,27,82,59,0,0,0,0,0.00%,0,86,86,86,86,100.00%,57,0,0,86
IL-518,428,319,206,64.60%,159,269,0,88,264,164,159,80,29,36.30%,82,0,38,89,70,269,269,239,177,74.10%,50,175,94,0,0,0,0,0.00%,0,18,18,18,18,100.00%,0,0,0,18
IL-519,239,175,52,29.70%,83,156,0,47,163,76,83,28,0,0.00%,0,154,11,40,43,156,156,147,52,35.40%,36,123,33,0,0,0,0,0.00%,0,53,53,53,53,100.00%,0,11,53,0
IL-520,405,297,197,66.30%,252,153,0,82,233,172,252,171,136,79.50%,0,3,42,120,132,153,153,126,61,48.40%,40,113,40,0,0,0,0,0.00%,0,232,232,220,88,40.00%,121,44,96,136
IN-500,600,444,444,100.00%,170,430,0,75,242,358,170,106,114,107.50%,52,0,20,60,110,430,430,338,330,97.60%,55,182,248,0,0,0,0,0.00%,0,181,181,173,173,100.00%,24,3,5,176
IN-502,"4,705","3,642","2,217",60.90%,"2,666","2,039",0,856,"2,649","2,056","2,666","1,959","1,011",51.60%,29,324,400,"1,289","1,377","2,039","2,039","1,683","1,206",71.70%,456,"1,360",679,0,0,0,0,0.00%,0,791,791,791,791,100.00%,181,99,254,537
IN-503,"2,303","1,858",564,30.40%,751,"1,527",25,206,724,"1,579",751,458,201,43.90%,286,46,98,372,379,"1,527","1,527","1,375",338,24.60%,108,352,"1,175",25,25,25,25,100.00%,25,897,897,897,708,78.90%,259,135,345,552
KS-501,235,213,105,49.30%,57,178,0,33,125,110,57,57,16,28.10%,0,0,3,12,45,178,178,156,89,57.10%,30,113,65,0,0,0,0,0.00%,0,19,19,19,13,68.40%,16,0,0,19
KS-502,578,473,273,57.70%,359,199,20,98,272,306,359,292,118,40.40%,100,0,44,130,229,199,199,161,135,83.90%,54,142,57,20,20,20,20,100.00%,20,309,309,309,274,88.70%,72,38,111,198
KS-503,410,394,374,94.90%,302,108,0,44,200,210,302,286,286,100.00%,0,30,32,132,170,108,108,108,88,81.50%,12,68,40,0,0,0,0,0.00%,0,334,334,334,334,100.00%,121,87,146,188
KS-505,176,118,118,100.00%,99,77,0,46,158,18,99,59,59,100.00%,0,0,27,88,11,77,77,59,59,100.00%,19,70,7,0,0,0,0,0.00%,0,33,33,33,15,45.50%,5,2,12,21
KY-500,"2,506","2,039","1,779",87.20%,"1,179","1,327",0,632,"1,662",844,"1,179",836,645,77.20%,67,13,178,597,582,"1,327","1,327","1,203","1,134",94.30%,454,"1,065",262,0,0,0,0,0.00%,0,937,937,810,740,91.40%,197,240,521,416
KY-501,"1,467","1,333","1,212",90.90%,904,553,10,146,396,"1,071",904,837,802,95.80%,0,129,48,137,767,553,553,486,400,82.30%,98,259,294,10,10,10,10,100.00%,10,"1,164","1,164","1,164",908,78.00%,196,194,550,614
KY-502,"1,277","1,176",740,62.90%,485,792,0,166,410,867,485,440,304,69.10%,0,0,29,65,420,792,792,736,436,59.20%,137,345,447,0,0,0,0,0.00%,0,520,520,475,225,47.40%,182,42,112,408
LA-500,750,632,531,84.00%,226,524,0,115,369,381,226,144,142,98.60%,0,97,20,90,136,524,524,488,389,79.70%,95,279,245,0,0,0,0,0.00%,0,91,91,91,89,97.80%,14,21,40,51
LA-501,253,180,56,31.10%,229,24,0,99,99,154,229,156,32,20.50%,0,0,99,99,130,24,24,24,24,100.00%,0,0,24,0,0,0,0,0.00%,0,122,122,122,47,38.50%,3,73,100,22
LA-502,"1,054",869,757,87.10%,417,627,10,121,509,545,417,245,245,100.00%,0,15,58,257,160,627,627,614,502,81.80%,63,252,375,10,10,10,10,100.00%,10,220,220,220,116,52.70%,86,12,37,183
LA-503,"1,325","1,296",902,69.60%,562,748,15,186,561,764,562,562,194,34.50%,124,0,41,131,431,748,748,719,693,96.40%,145,430,318,15,15,15,15,100.00%,15,"1,285","1,285","1,285","1,268",98.70%,282,170,535,750
LA-504,814,754,486,64.50%,205,609,0,44,123,691,205,145,139,95.90%,0,100,31,94,111,609,609,609,347,57.00%,13,29,580,0,0,0,0,0.00%,0,330,330,330,330,100.00%,19,47,117,213
LA-505,267,144,144,100.00%,118,137,12,34,141,126,118,84,84,100.00%,0,16,7,36,82,137,137,48,48,100.00%,27,105,32,12,12,12,12,100.00%,12,80,80,80,80,100.00%,16,0,0,80
LA-506,244,164,122,74.40%,62,182,0,49,165,79,62,37,7,18.90%,0,1,12,31,31,182,182,127,115,90.60%,37,134,48,0,0,0,0,0.00%,0,166,166,158,158,100.00%,27,31,103,63
LA-507,237,201,111,55.20%,96,141,0,10,17,220,96,60,12,20.00%,0,32,4,4,92,141,141,141,99,70.20%,6,13,128,0,0,0,0,0.00%,0,57,57,57,55,96.50%,35,6,8,49
LA-508,126,115,45,39.10%,73,53,0,22,61,65,73,62,26,41.90%,0,0,16,44,29,53,53,53,19,35.80%,6,17,36,0,0,0,0,0.00%,0,212,212,184,124,67.40%,2,28,98,114
MA-500,"5,179","4,964","4,641",93.50%,"3,473","1,700",6,845,"2,690","2,489","3,473","3,377","3,242",96.00%,40,92,675,"2,209","1,264","1,700","1,700","1,581","1,393",88.10%,170,481,"1,219",6,6,6,6,100.00%,6,"3,890","3,890","3,860","1,636",42.40%,"1,622",354,847,"3,043"
MA-501,"1,406","1,334",949,71.10%,993,407,6,274,947,459,993,933,756,81.00%,26,177,253,887,106,407,407,395,193,48.90%,21,60,347,6,6,6,0,0.00%,6,324,324,324,65,20.10%,135,14,35,289
MA-502,407,299,299,100.00%,266,141,0,82,260,147,266,195,195,100.00%,0,0,65,221,45,141,141,104,104,100.00%,17,39,102,0,0,0,0,0.00%,0,265,265,250,236,94.40%,20,20,45,220
MA-503,393,324,279,86.10%,272,121,0,80,217,176,272,203,203,100.00%,15,0,68,181,91,121,121,121,76,62.80%,12,36,85,0,0,0,0,0.00%,0,233,233,233,201,86.30%,138,3,6,227
MA-504,859,776,407,52.40%,494,359,6,185,520,339,494,457,293,64.10%,30,0,116,304,190,359,359,313,108,34.50%,69,216,143,6,6,6,6,100.00%,6,332,332,332,215,64.80%,123,27,72,260
MA-505,426,392,362,92.30%,149,277,0,39,139,287,149,129,101,78.30%,0,7,29,113,36,277,277,263,261,99.20%,10,26,251,0,0,0,0,0.00%,0,299,299,279,258,92.50%,37,67,186,113
MA-506,"1,528","1,471","1,314",89.30%,966,549,13,414,970,558,966,939,867,92.30%,0,0,230,625,341,549,549,519,434,83.60%,184,345,204,13,13,13,13,100.00%,13,766,766,766,690,90.10%,206,138,242,524
MA-507,197,173,137,79.20%,57,140,0,20,51,146,57,33,33,100.00%,0,11,16,41,16,140,140,140,104,74.30%,4,10,130,0,0,0,0,0.00%,0,179,179,179,6,3.40%,44,23,63,116
MA-508,462,389,350,90.00%,171,291,0,115,328,134,171,171,171,100.00%,35,0,57,171,0,291,291,218,179,82.10%,58,157,134,0,0,0,0,0.00%,0,184,184,169,12,7.10%,24,20,65,119
MA-509,377,348,348,100.00%,242,135,0,56,112,265,242,227,227,100.00%,24,197,32,64,178,135,135,121,121,100.00%,24,48,87,0,0,0,0,0.00%,0,201,201,189,189,100.00%,102,12,24,177
MA-510,993,914,748,81.80%,706,281,6,270,714,279,706,687,614,89.40%,24,23,225,595,111,281,281,221,128,57.90%,45,119,162,6,6,6,6,100.00%,6,237,237,237,175,73.80%,136,13,38,199
MA-511,243,225,225,100.00%,202,41,0,47,126,117,202,184,184,100.00%,0,38,30,85,117,41,41,41,41,100.00%,17,41,0,0,0,0,0,0.00%,0,303,303,303,303,100.00%,72,52,147,156
MA-512,280,280,149,53.20%,148,132,0,82,205,75,148,148,75,50.70%,0,47,42,88,60,132,132,132,74,56.10%,40,117,15,0,0,0,0,0.00%,0,144,144,144,46,31.90%,45,4,14,130
MA-513,97,97,97,100.00%,70,27,0,29,86,11,70,70,70,100.00%,0,184,21,70,0,27,27,27,27,100.00%,8,16,11,0,0,0,0,0.00%,0,168,168,168,144,85.70%,45,47,119,49
MA-515,152,144,119,82.60%,56,96,0,24,60,92,56,48,48,100.00%,10,6,10,24,32,96,96,96,71,74.00%,14,36,60,0,0,0,0,0.00%,0,120,120,120,120,100.00%,28,17,49,71
MA-516,725,670,601,89.70%,513,212,0,221,563,162,513,489,432,88.30%,0,17,179,439,74,212,212,181,169,93.40%,42,124,88,0,0,0,0,0.00%,0,278,278,228,141,61.80%,69,28,59,219
MA-517,134,125,119,95.20%,103,31,0,24,62,72,103,94,94,100.00%,0,0,21,56,47,31,31,31,25,80.60%,3,6,25,0,0,0,0,0.00%,0,132,132,132,101,76.50%,37,19,42,90
MA-518,424,366,359,98.10%,319,105,0,132,356,68,319,310,310,100.00%,0,0,96,262,57,105,105,56,49,87.50%,36,94,11,0,0,0,0,0.00%,0,137,137,125,97,77.60%,59,4,12,125
MA-519,151,123,123,100.00%,65,86,0,33,108,43,65,53,53,100.00%,0,0,13,44,21,86,86,70,70,100.00%,20,64,22,0,0,0,0,0.00%,0,83,83,83,75,90.40%,22,9,31,52
MA-520,603,558,491,88.00%,434,169,0,162,488,115,434,422,422,100.00%,12,348,122,383,51,169,169,136,69,50.70%,40,105,64,0,0,0,0,0.00%,0,65,65,65,62,95.40%,32,13,30,35
MD-500,130,110,53,48.20%,77,53,0,29,83,47,77,57,0,0.00%,15,31,15,37,40,53,53,53,53,100.00%,14,46,7,0,0,0,0,0.00%,0,91,91,91,91,100.00%,5,21,64,27
MD-501,"2,403","2,403","1,776",73.90%,"1,006","1,358",39,249,625,"1,778","1,006","1,006",738,73.40%,87,47,87,207,799,"1,358","1,358","1,358",999,73.60%,162,418,940,39,39,39,39,100.00%,39,"1,754","1,754","1,754","1,742",99.30%,423,294,751,"1,003"
MD-502,143,115,91,79.10%,56,87,0,24,67,76,56,28,28,100.00%,0,29,7,27,29,87,87,87,63,72.40%,17,40,47,0,0,0,0,0.00%,0,85,85,85,85,100.00%,21,20,56,29
MD-503,201,180,180,100.00%,109,92,0,58,163,38,109,88,88,100.00%,50,31,34,86,23,92,92,92,92,100.00%,24,77,15,0,0,0,0,0.00%,0,163,163,163,163,100.00%,46,38,93,70
MD-504,145,111,105,94.60%,59,86,0,25,121,24,59,51,51,100.00%,25,10,10,35,24,86,86,60,54,90.00%,15,86,0,0,0,0,0,0.00%,0,72,72,72,72,100.00%,18,14,39,33
MD-505,517,462,462,100.00%,379,138,0,57,329,188,379,348,348,100.00%,25,0,21,214,165,138,138,114,114,100.00%,36,115,23,0,0,0,0,0.00%,0,281,281,281,281,100.00%,24,68,248,33
MD-506,139,127,75,59.10%,47,67,25,11,35,104,47,35,39,111.40%,35,18,11,35,12,67,67,67,11,16.40%,0,0,67,25,25,25,25,100.00%,25,24,24,24,24,100.00%,16,2,5,19
MD-507,133,83,83,100.00%,47,86,0,33,81,52,47,25,25,100.00%,45,2,14,34,13,86,86,58,58,100.00%,19,47,39,0,0,0,0,0.00%,0,35,35,35,23,65.70%,13,8,20,15
MD-508,265,230,221,96.10%,111,154,0,49,186,79,111,84,82,97.60%,53,18,20,77,34,154,154,146,139,95.20%,29,109,45,0,0,0,0,0.00%,0,213,213,213,213,100.00%,46,77,167,46
MD-509,217,153,153,100.00%,39,178,0,49,153,64,39,10,10,100.00%,70,0,1,21,18,178,178,143,143,100.00%,48,132,46,0,0,0,0,0.00%,0,30,30,30,30,100.00%,16,4,9,21
MD-510,41,27,27,100.00%,22,19,0,7,18,23,22,8,8,100.00%,0,0,2,5,17,19,19,19,19,100.00%,5,13,6,0,0,0,0,0.00%,0,122,122,122,122,100.00%,4,57,109,13
MD-511,96,96,96,100.00%,15,81,0,13,77,19,15,15,15,100.00%,34,6,1,5,10,81,81,81,81,100.00%,12,72,9,0,0,0,0,0.00%,0,96,96,96,96,100.00%,4,25,65,31
MD-512,241,191,181,94.80%,150,91,0,14,68,173,150,108,108,100.00%,59,100,10,60,90,91,91,83,73,88.00%,4,8,83,0,0,0,0,0.00%,0,110,110,110,110,100.00%,7,11,28,82
MD-513,166,147,147,100.00%,103,63,0,27,97,69,103,84,84,100.00%,105,10,13,45,58,63,63,63,63,100.00%,14,52,11,0,0,0,0,0.00%,0,131,131,131,131,100.00%,16,28,72,59
MD-600,554,533,508,95.30%,239,315,0,101,468,86,239,218,208,95.40%,106,12,29,185,54,315,315,315,300,95.20%,72,283,32,0,0,0,0,0.00%,0,445,445,445,436,98.00%,21,152,377,68
MD-601,635,581,581,100.00%,244,351,40,105,328,307,244,190,190,100.00%,100,351,46,133,111,351,351,351,351,100.00%,59,195,156,40,40,40,40,100.00%,40,"1,123","1,123","1,123","1,118",99.60%,90,243,754,369
ME-500,"1,499","1,204",973,80.80%,529,970,0,336,957,542,529,375,337,89.90%,15,35,103,299,230,970,970,829,636,76.70%,233,658,312,0,0,0,0,0.00%,0,"1,078","1,078","1,072",972,90.70%,58,179,553,525
ME-501,503,435,189,43.40%,134,369,0,86,293,210,134,113,111,98.20%,7,3,13,26,108,369,369,322,78,24.20%,73,267,102,0,0,0,0,0.00%,0,327,327,324,201,62.00%,14,27,68,259
ME-502,772,758,659,86.90%,332,440,0,118,324,448,332,318,313,98.40%,0,45,27,97,235,440,440,440,346,78.60%,91,227,213,0,0,0,0,0.00%,0,391,391,391,317,81.10%,50,49,161,230
MI-500,"2,345","1,513","1,330",87.90%,"1,096","1,249",0,515,"1,518",827,"1,096",516,447,86.60%,14,105,204,603,493,"1,249","1,249",997,883,88.60%,311,915,334,0,0,0,0,0.00%,0,"2,017","2,017","1,929","1,423",73.80%,119,475,"1,453",564
MI-501,"3,243","3,110","2,354",75.70%,"1,571","1,651",21,309,920,"2,323","1,571","1,504","1,052",69.90%,445,83,135,402,"1,169","1,651","1,651","1,585","1,281",80.80%,174,518,"1,133",21,21,21,21,100.00%,21,"2,573","2,573","2,573","2,468",95.90%,206,522,"1,523","1,050"
MI-502,444,374,345,92.20%,113,315,16,83,322,122,113,88,72,81.80%,80,15,24,93,20,315,315,270,257,95.20%,59,229,86,16,16,16,16,100.00%,16,201,201,201,201,100.00%,26,38,143,58
MI-503,239,198,198,100.00%,157,82,0,23,109,130,157,116,116,100.00%,89,0,13,51,106,82,82,82,82,100.00%,10,58,24,0,0,0,0,0.00%,0,469,469,469,469,100.00%,22,104,307,162
MI-504,340,294,281,95.60%,144,196,0,73,199,141,144,98,98,100.00%,121,19,30,90,54,196,196,196,183,93.40%,43,109,87,0,0,0,0,0.00%,0,507,507,507,498,98.20%,81,77,196,311
MI-505,252,220,105,47.70%,198,54,0,38,102,150,198,166,61,36.70%,0,2,32,85,113,54,54,54,44,81.50%,6,17,37,0,0,0,0,0.00%,0,526,526,526,526,100.00%,29,123,304,222
MI-506,896,714,715,100.10%,334,562,0,153,508,388,334,288,289,100.30%,0,44,37,119,215,562,562,426,426,100.00%,116,389,173,0,0,0,0,0.00%,0,592,592,592,555,93.80%,274,72,185,407
MI-507,878,730,706,96.70%,441,437,0,184,557,321,441,395,395,100.00%,0,0,54,178,263,437,437,335,311,92.80%,130,379,58,0,0,0,0,0.00%,0,654,654,654,634,96.90%,14,174,326,328
MI-508,495,465,409,88.00%,287,208,0,82,259,236,287,257,213,82.90%,0,48,44,138,149,208,208,208,196,94.20%,38,121,87,0,0,0,0,0.00%,0,175,175,175,94,53.70%,89,7,19,156
MI-509,306,259,249,96.10%,183,123,0,60,179,127,183,136,136,100.00%,31,35,39,114,69,123,123,123,113,91.90%,21,65,58,0,0,0,0,0.00%,0,535,535,535,535,100.00%,6,76,242,293
MI-510,389,281,274,97.50%,151,232,6,46,146,243,151,127,127,100.00%,0,0,19,57,94,232,232,148,141,95.30%,27,89,143,6,6,6,6,100.00%,6,172,172,159,159,100.00%,78,18,53,119
MI-511,128,76,70,92.10%,53,75,0,25,102,26,53,17,11,64.70%,15,5,6,28,25,75,75,59,59,100.00%,19,74,1,0,0,0,0,0.00%,0,79,79,79,79,100.00%,0,20,69,10
MI-512,276,210,211,100.50%,101,175,0,60,154,122,101,75,76,101.30%,16,34,6,20,81,175,175,135,135,100.00%,54,134,41,0,0,0,0,0.00%,0,339,339,280,109,38.90%,16,84,204,135
MI-513,62,29,18,62.10%,21,41,0,14,41,21,21,4,0,0.00%,15,1,4,15,6,41,41,25,18,72.00%,10,26,15,0,0,0,0,0.00%,0,122,122,122,25,20.50%,0,31,98,24
MI-514,259,205,181,88.30%,127,132,0,35,96,163,127,73,73,100.00%,0,24,23,56,71,132,132,132,108,81.80%,12,40,92,0,0,0,0,0.00%,0,23,23,5,0,0.00%,0,6,18,5
MI-515,177,162,124,76.50%,97,80,0,37,86,91,97,82,60,73.20%,15,0,27,63,34,80,80,80,64,80.00%,10,23,57,0,0,0,0,0.00%,0,22,22,22,22,100.00%,0,6,20,2
MI-516,402,290,228,78.60%,148,254,0,68,272,130,148,130,88,67.70%,135,27,3,82,66,254,254,160,140,87.50%,65,190,64,0,0,0,0,0.00%,0,326,326,326,269,82.50%,18,53,144,182
MI-517,298,255,230,90.20%,139,159,0,66,187,111,139,113,113,100.00%,0,0,25,61,78,159,159,142,117,82.40%,41,126,33,0,0,0,0,0.00%,0,30,30,30,30,100.00%,0,7,17,13
MI-518,93,93,50,53.80%,36,57,0,23,67,26,36,36,16,44.40%,9,1,8,23,13,57,57,57,34,59.60%,15,44,13,0,0,0,0,0.00%,0,13,13,13,13,100.00%,1,0,0,13
MI-519,426,325,325,100.00%,169,257,0,88,246,180,169,134,134,100.00%,0,10,19,54,115,257,257,191,191,100.00%,69,192,65,0,0,0,0,0.00%,0,201,201,201,201,100.00%,8,40,130,71
MI-523,111,53,58,109.40%,34,77,0,22,110,1,34,-5,0,0.00%,0,22,8,34,0,77,77,58,58,100.00%,14,76,1,0,0,0,0,0.00%,0,6,6,6,6,100.00%,4,0,0,6
MN-500,"3,175","2,986","2,363",79.10%,"1,950","1,225",0,515,"1,951","1,224","1,950","1,800","1,332",74.00%,0,553,272,"1,090",860,"1,225","1,225","1,186","1,031",86.90%,243,861,364,0,0,0,0,0.00%,0,"3,206","3,206","3,206","2,133",66.50%,522,458,"1,652","1,554"
MN-501,"1,404","1,252",850,67.90%,553,841,10,282,828,576,553,401,141,35.20%,0,0,73,219,334,841,841,841,699,83.10%,209,609,232,10,10,10,10,100.00%,10,"1,600","1,600","1,600","1,540",96.30%,414,333,"1,055",545
MN-502,468,311,263,84.60%,189,279,0,91,371,97,189,103,55,53.40%,23,24,29,127,62,279,279,208,208,100.00%,62,244,35,0,0,0,0,0.00%,0,520,520,520,520,100.00%,131,98,317,203
MN-503,529,456,433,95.00%,165,364,0,138,440,89,165,92,82,89.10%,0,23,39,121,44,364,364,364,351,96.40%,99,319,45,0,0,0,0,0.00%,0,342,342,342,342,100.00%,27,88,224,118
MN-504,119,66,89,134.80%,24,95,0,32,96,23,24,21,21,100.00%,0,12,3,11,13,95,95,45,68,151.10%,29,85,10,0,0,0,0,0.00%,0,105,105,94,94,100.00%,13,27,72,33
MN-505,444,373,272,72.90%,158,286,0,110,277,167,158,99,70,70.70%,75,14,41,106,52,286,286,274,202,73.70%,69,171,115,0,0,0,0,0.00%,0,190,190,190,122,64.20%,19,34,78,112
MN-506,262,223,220,98.70%,96,166,0,60,189,73,96,63,63,100.00%,20,0,21,57,39,166,166,160,157,98.10%,39,132,34,0,0,0,0,0.00%,0,281,281,281,278,98.90%,31,75,223,58
MN-508,179,169,167,98.80%,85,94,0,35,108,71,85,75,75,100.00%,0,16,8,24,61,94,94,94,92,97.90%,27,84,10,0,0,0,0,0.00%,0,240,240,240,227,94.60%,39,67,167,73
MN-509,371,298,309,103.70%,149,222,0,82,256,115,149,76,87,114.50%,0,113,23,66,83,222,222,222,222,100.00%,59,190,32,0,0,0,0,0.00%,0,443,443,443,442,99.80%,151,66,203,240
MN-510,108,74,73,98.60%,39,69,0,27,91,17,39,5,4,80.00%,0,28,8,33,6,69,69,69,69,100.00%,19,58,11,0,0,0,0,0.00%,0,86,86,86,86,100.00%,8,16,40,46
MN-511,112,99,97,98.00%,48,64,0,24,73,39,48,35,33,94.30%,0,43,12,33,15,64,64,64,64,100.00%,12,40,24,0,0,0,0,0.00%,0,61,61,61,61,100.00%,10,16,41,20
MO-500,417,287,264,92.00%,276,141,0,100,295,122,276,176,153,86.90%,0,8,70,196,80,141,141,111,111,100.00%,30,99,42,0,0,0,0,0.00%,0,261,261,261,259,99.20%,33,54,206,55
MO-501,"1,493","1,315","1,151",87.50%,478,"1,007",8,253,831,662,478,405,353,87.20%,66,61,75,190,288,"1,007","1,007",902,790,87.60%,178,641,366,8,8,8,8,100.00%,8,895,895,895,895,100.00%,96,299,624,271
MO-503,182,129,23,17.80%,104,78,0,59,151,31,104,51,7,13.70%,0,32,23,88,16,78,78,78,16,20.50%,36,63,15,0,0,0,0,0.00%,0,36,36,36,36,100.00%,1,9,26,10
MO-600,683,546,323,59.20%,120,563,0,113,320,363,120,39,39,100.00%,30,0,37,75,45,563,563,507,284,56.00%,76,245,318,0,0,0,0,0.00%,0,115,115,115,64,55.70%,35,35,61,54
MO-602,401,347,347,100.00%,101,300,0,39,144,257,101,101,101,100.00%,0,6,11,32,69,300,300,246,246,100.00%,28,112,188,0,0,0,0,0.00%,0,37,37,37,37,100.00%,6,7,11,26
MO-603,156,69,62,89.90%,107,49,0,22,82,74,107,52,62,119.20%,16,19,13,50,57,49,49,17,0,0.00%,9,32,17,0,0,0,0,0.00%,0,158,158,158,158,100.00%,22,27,103,55
MO-604,"1,848","1,484","1,104",74.40%,"1,047",791,10,251,931,917,"1,047",811,611,75.30%,55,125,94,384,663,791,791,663,483,72.90%,157,547,244,10,10,10,10,100.00%,10,915,915,915,903,98.70%,154,164,329,586
MO-606,"2,211","1,387",855,61.60%,"1,499",704,8,386,"1,132","1,079","1,499",721,365,50.60%,0,59,276,793,706,704,704,658,482,73.30%,110,339,365,8,8,8,8,100.00%,8,778,778,778,778,100.00%,30,174,481,297
MS-500,480,401,149,37.20%,182,298,0,49,140,340,182,128,67,52.30%,0,12,18,53,129,298,298,273,82,30.00%,31,87,211,0,0,0,0,0.00%,0,61,61,61,31,50.80%,47,0,0,61
MS-501,805,604,295,48.80%,501,304,0,122,357,448,501,319,80,25.10%,0,0,70,211,290,304,304,285,215,75.40%,52,146,158,0,0,0,0,0.00%,0,185,185,138,111,80.40%,60,15,49,136
MS-503,166,80,56,70.00%,120,46,0,24,57,109,120,58,34,58.60%,0,0,15,34,86,46,46,22,22,100.00%,9,23,23,0,0,0,0,0.00%,0,61,61,51,51,100.00%,29,10,28,33
MT-500,"1,214",826,459,55.60%,656,558,0,201,620,594,656,410,162,39.50%,0,196,85,289,367,558,558,416,297,71.40%,116,331,227,0,0,0,0,0.00%,0,224,224,224,224,100.00%,84,18,47,177
NC-500,490,455,334,73.40%,269,221,0,44,164,326,269,250,184,73.60%,60,45,12,46,223,221,221,205,150,73.20%,32,118,103,0,0,0,0,0.00%,0,264,264,264,209,79.20%,87,46,108,156
